,,,,,FILL THESE COLUMNS FOR ALL VARIABLES,,,,,,ONLY NEEDED FOR NOISED VARIABLES,,,,,
Implemented,study-id,result-ids,variable-id,desc,query type,query notes,noised,reg-role,interaction variable?,constructed from microdata by authors,data-dependent-bounds,component-variables,data domain,data type,dataset publisher,dataset
1,dieterle-2020,ln_ui_res_1-ln_unemp,ln_unemp_res_1,wgt=POP10_TOTAL/_b[POP10_TOTAL],regression,,1,dep,0,0,,"emppop, unemp",employment/occupation,Estimates,Bureau of Labor Statistics,Local Area Unemployment Statistics (LAUS)
1,dieterle-2020,all,wgt,wgt=POP10_TOTAL/_b[POP10_TOTAL],regression,"POP10 not provided, can't compute sensitivity",0,weights,0,0,,,population,,,
1,martinez-2014,all,perc_ruralHH_1996,percentage of HH whose main occupation is in aggriculture,count / count,"assumption: protecting at household level, not individual level",1,control,0,0,,"num_HH_1996, num_HH_rural_1996",employment/occupation,Census,Potensi Desa,Census of Villages
1,martinez-2014,all,perc_ruralHH_1996_2,perc_ruralHH_1996^2,(count / count) ** 2,"assumption: protecting at household level, not individual level",1,control,0,0,,"num_HH_1996, num_HH_rural_1996",employment/occupation,Census,Potensi Desa,Census of Villages
1,martinez-2014,all,perc_ruralHH_1996_3,perc_ruralHH_1996^3,(count / count) ** 3,"assumption: protecting at household level, not individual level",1,control,0,0,,"num_HH_1996, num_HH_rural_1996",employment/occupation,Census,Potensi Desa,Census of Villages
1,martinez-2014,all,perc_ruralHH_1996_4,perc_ruralHH_1996^4,(count / count) ** 4,"assumption: protecting at household level, not individual level",1,control,0,0,,"num_HH_1996, num_HH_rural_1996",employment/occupation,Census,Potensi Desa,Census of Villages
1,martinez-2014,all,lpopulation_1996,log number of population in the village 1996,log count,,1,control,0,0,,population_1996,population,Census,Potensi Desa,Census of Villages
1,martinez-2014,all,lpopulation_1996_2,lpopulation_1996^2,(log count) ** 2,,1,control,0,0,,population_1996,population,Census,Potensi Desa,Census of Villages
1,martinez-2014,all,lpopulation_1996_3,lpopulation_1996^3,(log count) ** 3,,1,control,0,0,,population_1996,population,Census,Potensi Desa,Census of Villages
1,martinez-2014,all,lpopulation_1996_4,lpopulation_1996^4,(log count) ** 4,,1,control,0,0,,population_1996,population,Census,Potensi Desa,Census of Villages
1,martinez-2014,all,popdensity_1996,population density (# people/ha),count / invariant,,1,control,0,0,,population_1996,population,Census,Potensi Desa,Census of Villages
1,martinez-2014,all,mosqueph_1996,"number of mosques per 1,000 people",invariant / count,,1,control,0,0,,population_1996,population,Census,Potensi Desa,Census of Villages
1,martinez-2014,all,prayerhouseph_1996,"number of prayer houses per 1,000 people",invariant / count,,1,control,0,0,,population_1996,population,Census,Potensi Desa,Census of Villages
1,martinez-2014,all,churchesph_1996,"number of churches per 1,000 people",invariant / count,,1,control,0,0,,population_1996,population,Census,Potensi Desa,Census of Villages
1,martinez-2014,all,viharaph_1996,"number of Buddhist temples per 1,000 people",invariant / count,,1,control,0,0,,population_1996,population,Census,Potensi Desa,Census of Villages
1,martinez-2014,all,num_TVs_1996_pc,"number of TVs per 1,000 people",invariant / count,,1,control,0,0,,population_1996,population,Census,Potensi Desa,Census of Villages
1,martinez-2014,all,num_hospitals_1996_pc,"number of hospitals per 1,000 people",invariant / count,,1,control,0,0,,population_1996,population,Census,Potensi Desa,Census of Villages
1,martinez-2014,all,num_maternhosp_1996_pc,"number of maternity hospitals per 1,000 people",invariant / count,,1,control,0,0,,population_1996,population,Census,Potensi Desa,Census of Villages
1,martinez-2014,all,num_polyclinic_1996_pc,"number of polyclinic per 1,000 people",invariant / count,,1,control,0,0,,population_1996,population,Census,Potensi Desa,Census of Villages
1,martinez-2014,all,num_puskesmas_1996_pc,"number of puskesmas per 1,000 people",invariant / count,,1,control,0,0,,population_1996,population,Census,Potensi Desa,Census of Villages
1,martinez-2014,all,num_kindgarden_1996_pc,"number of kinder garten per 1,000 people",invariant / count,,1,control,0,0,,population_1996,population,Census,Potensi Desa,Census of Villages
1,martinez-2014,all,num_primarysch_1996_pc,"number of primary School per 1,000 people",invariant / count,,1,control,0,0,,population_1996,population,Census,Potensi Desa,Census of Villages
1,martinez-2014,all,num_HS_1996_pc,"number of High School per 1,000 people",invariant / count,,1,control,0,0,,population_1996,population,Census,Potensi Desa,Census of Villages
1,dias-2023,glyph_soy_upstream-IMR,IMR,infant mortality rate,count / count,,1,dep,0,0,,"baby_death, births",medical,Administrative,Brazilian Ministry of Health,Birth and Mortality Database
1,dias-2023,glyph_soy_upstream-IMR,l_gdppc,Log of GDP per capita,log (invariant / count),,1,control,0,0,,population,population,Census,Brazilian Institute of Geography and Statistics,
1,dias-2023,glyph_soy_upstream-IMR,hospital_beds_pc,Hospital beds per capita?,invariant / count,,1,control,0,0,,population,population,Census,Brazilian Institute of Geography and Statistics,
1,dias-2023,glyph_soy_upstream-IMR,coverage_psf,Covered by family health program,count / count,,1,control,0,0,,"population, psf",medical,Administrative,Brazilian Ministry of Health,DataSUS
1,dias-2023,glyph_soy_upstream-IMR,coverage_pbf,Covered by family health program,count / count,,1,control,0,0,,"population, pbf",medical,Administrative,Brazilian Ministry of Health,DataSUS
1,dias-2023,glyph_soy_upstream-IMR,weight,mean number of births over entire sample period,count / sum(count),,1,weights,0,0,,births,medical,Census,Brazilian Institute of Geography and Statistics,
1,kofi-2018,"earnings-SSDI, employment-SSDI",log_real_ssdi,social security disability benefits payments,log (sum / invariant),assuming ssdi payments per person capped at 10970 annually https://evansdisability.com/blog/social-security-disability-benefits-pay-chart/,1,dep,0,0,,ssdisab,income,Administrative,Social Security Administration,OASDI Beneficiaries by State and County
1,kofi-2018,"earnings-SSI, employment-SSI",log_real_ssi,supplemental security income payments,log (sum / invariant),"assuming max monthly ssi payment was 750 for an individual, times 12 months https://www.ssa.gov/oact/cola/SSIamts.html",1,dep,0,0,,ssi,income,Administrative,Social Security Administration,OASDI Beneficiaries by State and County
1,kofi-2018,"earnings-SSDI, earnings-SSI",log_real_earn,log real total county earnings in thousands of dollars?,log (sum / invariant),,1,instrumented,0,0,,earn,income,Blended,Bureau of Economic Analysis,Regional Economic Information System
1,kofi-2018,"employment-SSDI, employment-SSI",log_emp,log count of employees?,log count,,1,instrumented,0,0,,emp,employment/occupation,Blended,Bureau of Economic Analysis,Regional Economic Information System
1,kofi-2018,all,manufact_earn_share_1969,fraction of earnings from manufacturing in 1969,sum / sum,"assuming units of thousands of dollars (usually what BEA uses); assuming earnings capped at 500,000",1,control,0,0,,manearn,income,Blended,Bureau of Economic Analysis,Regional Economic Information System
1,kofi-2018,all,pop,population,count,,1,weights,0,0,,pop,population,Blended,Bureau of Economic Analysis,Regional Economic Information System
1,kofi-2018,all,log_pop,log population,log count,,1,control,0,0,,pop,population,Blended,Bureau of Economic Analysis,Regional Economic Information System
1,boulware-2019,all,race_rate,Number of race-based discrimination charges / 1000 workers,count / count,,1,dep,0,0,,"race, lf7, lf13",race/ethnicity,Administrative,US Equal Employment Opportunity Commission,
1,bernecker-2021,all,pop_1000,population /1000,count,,1,control,0,0,,pop_1000,population,Blended,Census Bureau,Statistical Abstract of the United States
1,bernecker-2021,all,aged,%population 65 and older,count / count,,1,control,0,0,,"n_aged, pop_1000",age,Blended,Census Bureau,Statistical Abstract of the United States
1,bernecker-2021,all,kids,%population under 18,count / count,,1,control,0,0,,"n_kids, pop_1000",age,Blended,Census Bureau,Statistical Abstract of the United States
1,mocan-2010,"recession_property, recovery_property",rpropert,"property crime rate per 100,000 population",count / count,,1,dep,0,0,,"n_rpropert, pop",crime,Administrative,Federal Bureau of Investigation,Uniform Crime Reports (UCR)
1,mocan-2010,"recession_violent, recovery_violent",violent,"violent crime rate per 100,000 population",count / count,,1,dep,0,0,,"n_violent, pop",crime,Administrative,Federal Bureau of Investigation,Uniform Crime Reports (UCR)
1,mocan-2010,all,prisrat,prisoners/population,count / count,,1,control,0,0,,"n_prisrat, pop",crime,Administrative,Bureau of Justice Statistics,
1,mocan-2010,all,perwhite,,count / count,,1,control,0,0,,"n_perwhite, pop",race/ethnicity,Census,Census Bureau,
1,mocan-2010,all,perblack,,count / count,,1,control,0,0,,"n_perblack, pop",race/ethnicity,Census,Census Bureau,
1,mocan-2010,all,perhisp,,count / count,,1,control,0,0,,"n_perhisp, pop",race/ethnicity,Census,Census Bureau,
1,mocan-2010,all,perpopurban,,count / count,,1,control,0,0,,"n_perpopurban, pop",population,Census,Census Bureau,
1,mocan-2010,all,beerrat,per capita beer consumption in the state,invariant / count,,1,control,0,0,,pop,population,Census,Census Bureau,
1,mocan-2010,all,ppop15_19,% 15-19 year olds,count / count,,1,control,0,0,,"n_ppop15_19, pop",age,Census,Census Bureau,
1,mocan-2010,all,ppop20_24,% 20-24 year,count / count,,1,control,0,0,,"n_ppop20_24, pop",age,Census,Census Bureau,
1,mocan-2010,all,ppop25_34,% 25-34,count / count,,1,control,0,0,,"n_ppop25_34, pop",age,Census,Census Bureau,
1,mocan-2010,all,ppop35_44,% 35-44,count / count,,1,control,0,0,,"n_ppop35_44, pop",age,Census,Census Bureau,
1,mocan-2010,all,ppop45_54,% 45-54,count / count,,1,control,0,0,,"n_ppop45_54, pop",age,Census,Census Bureau,
1,mocan-2010,all,pop,population,count,,1,weights,0,0,,pop,population,Census,Census Bureau,
1,mocan-2010,all,urplus,unemployment rate if greater than last year; otherwise 0,count / count,,0,ind,0,0,,,employment/occupation,Survey,Census Bureau,
1,mocan-2010,all,urminus,unemployment rate if less than last year; otherwise 0,count / count,,0,ind,0,0,,,employment/occupation,Survey,Census Bureau,
1,chodorow-2012,all,gdp_pc,GDP per capita divided by 10000,invariant / count,,1,control,0,0,,pop16plus,population,Blended,BLS,Current Employment Statistics
1,chodorow-2012,all,per_empl_manu_10000,per_empl_manu/10000,count / count,not enough information for DP --- missing total # employees,0,control,0,0,,,,Survey,BLS,Current Employment Statistics
1,chodorow-2012,all,popestimate2008_bil,population estimate 2008 in billions,count,,1,control,0,0,,pop16plus,population,Blended,BLS,Current Employment Statistics
1,bove-2017,all,PovertyPercentAllAges,Poverty Rate,count / count,created var poverty_denominator = PoveryEstimateAllAges / PovertyPercentAllAges * 100,1,control,0,0,,"poverty_denominator, PovertyEstimateAllAges",income,Blended,Census Bureau,
1,bove-2017,all,lMedian,Log Median Income,log count,"reconstructing lMedian = log (MedianHouseholdIncome); assuming household income clipped at 1,000,000",1,control,0,0,,MedianHouseholdIncome,income,Blended,Census Bureau,
1,bove-2017,all,Unempl_Rate,Unemployment rate,count / count,created var Unemployment = Unempl_Rate * Laborforce / 100,1,control,0,0,,"Unemployment, Laborforce",employment/occupation,Survey,Department of Labor,
1,bove-2017,all,lpop,log population,log count,reconstructed lpop = log (pop),1,control,0,0,,pop,population,Blended,Census Bureau,
1,bove-2017,all,sharemale,Share Males,count / count,reconstructing share* = * / pop_age_sum,1,control,0,0,,"pop_age_sum, male",race/ethnicity,Blended,Census Bureau,
1,bove-2017,all,shareblack,Share Blacks,count / count,reconstructing share* = * / pop_age_sum,1,control,0,0,,"pop_age_sum, black",race/ethnicity,Blended,Census Bureau,
1,bove-2017,all,shareage1519,Share Age 15-19,count / count,reconstructing share* = * / pop_age_sum,1,control,0,0,,"pop_age_sum, age1519",age,Blended,Census Bureau,
1,bove-2017,all,shareage2024,Share Age 20-24,count / count,reconstructing share* = * / pop_age_sum,1,control,0,0,,"pop_age_sum, age2024",age,Blended,Census Bureau,
1,bove-2017,all,shareage2529,Share Age 25-29,count / count,reconstructing share* = * / pop_age_sum,1,control,0,0,,"pop_age_sum, age2529",age,Blended,Census Bureau,
1,bove-2017,all,shareage3034,Share Age 30-34,count / count,reconstructing share* = * / pop_age_sum,1,control,0,0,,"pop_age_sum, age3034",age,Blended,Census Bureau,
1,bove-2017,military-crime,crime,Crime Rate per 100k,count / count,reconstructed crime = sum(subcrimes) / pop * 100000,1,dep,0,0,,"rmurder, rrobbery, rassault, rburglary, rlarceny, rmvtheft ",crime,Administrative,Federal Bureau of Investigation,Uniform Crime Reports (UCR)
1,bove-2017,military-crime,murder,Murder Rate per 100k,count / count,reconstructed * = r* / pop,1,dep,0,0,,"rmurder, pop",crime,Administrative,Federal Bureau of Investigation,Uniform Crime Reports (UCR)
1,bove-2017,military-crime,robbery,Robbery Rate per 100k,count / count,reconstructed * = r* / pop,1,dep,0,0,,"rrobbery, pop",crime,Administrative,Federal Bureau of Investigation,Uniform Crime Reports (UCR)
1,bove-2017,military-crime,assault,Assault Rate per 100k,count / count,reconstructed * = r* / pop,1,dep,0,0,,"rassault, pop",crime,Administrative,Federal Bureau of Investigation,Uniform Crime Reports (UCR)
1,bove-2017,military-crime,burglary,Burglary Rate per 100k,count / count,reconstructed * = r* / pop,1,dep,0,0,,"rburglary, pop",crime,Administrative,Federal Bureau of Investigation,Uniform Crime Reports (UCR)
1,bove-2017,"military-crime, military-larceny",larceny,Larceny Rate  per 100k,count / count,reconstructed * = r* / pop,1,dep,0,0,,"rlarceny, pop",crime,Administrative,Federal Bureau of Investigation,Uniform Crime Reports (UCR)
1,bove-2017,"military-crime, military-vehicle",mvtheft,Motor vehicle theft rate per 100k,count / count,reconstructed * = r* / pop,1,dep,0,0,,"rmvtheft, pop",crime,Administrative,Federal Bureau of Investigation,Uniform Crime Reports (UCR)
1,maestas-2014,all,wapop,working age population?,count,,1,weights,0,0,,wapop,employment/occupation,Blended,Census Bureau,
1,maestas-2014,all,allapps,Applications per 1000 working age residents,count / count,NOTE: created var allapps_total = allapps * wapop / 1000,1,dep,0,0,,"allapps_total, wapop",income,Administrative,Social Security Administration,
1,maestas-2014,all,ue,local unemployment rate * 100,count / count,NOTE: created var unemployed = ue * wapop / 100,1,control,0,0,,"unemployed, wapop",employment/occupation,Survey,BLS,
1,maestas-2014,"reform-highcounty08, reform-lowcounty07, reform-lowcounty08, reform-lowssi07, reform-lowssi08, reform-lowssdi08",DIonly,DI applications per 1000 working age residents,count / count,NOTE: created var DIonly_total = DIonly * wapop / 1000,1,dep,0,0,,"DIonly_total, wapop",income,Administrative,Social Security Administration,
1,maestas-2014,"reform-highcounty08, reform-lowcounty07, reform-lowcounty08, reform-lowssi07, reform-lowssi08, reform-lowssdi08",SSItotal,SSI applications per 1000 working age residents,count / count,NOTE: created var SSItotal = SSIonly * wapop / 1000,1,dep,0,0,,"SSItotal_total, wapop",income,Administrative,Social Security Administration,
1,maestas-2014,"reform-highcounty08, reform-lowcounty07, reform-lowcounty08, reform-lowssi07, reform-lowssi08, reform-lowssdi08",SSDItotal,SSDI applications per 1000 working age residents,count / count,NOTE: created var SSDItotal = SSDIonly * wapop / 1000,1,dep,0,0,,"SSDItotal_total, wapop",income,Administrative,Social Security Administration,
1,maestas-2014,"reform-highcounty08, reform-lowcounty07, reform-lowcounty08, reform-lowssi07, reform-lowssi08, reform-lowssdi08",lowHI,health insurance coverage rate < 88%,,"NOTE: cannot noise, don't know the county population",0,subset,0,0,,,medical,Estimates,Census Bureau,Small Area Health Insurance Estimates
1,dickstein-2015,"bundle-insurer, bundle-premium",Median,"Median HH income ($1,000)",median,"assuming max household income 500,000",1,control,0,0,,Median,income,Blended,Census Bureau,Area Health Resource Files (AHRF)
1,dickstein-2015,"population-insurer, population-premium",MedianIncome,"Median HH income ($1,000)",median,"assuming max household income 500,000",1,control,0,0,,MedianIncome,income,Blended,Census Bureau,Area Health Resource Files (AHRF)
1,dickstein-2015,all,Inc_25k_100k,% of HH with income between $25k and $100k,count / count,"# of HHs not provided, not enough info for DP",0,control,0,0,,Inc_25k_100k,,Blended,Census Bureau,Area Health Resource Files (AHRF)
1,dickstein-2015,all,relold,Fraction of 18-64 year-old population aged 40-64,count / count,created var persons1864yrs2010_n = persons1864yrs2010 * 1000; created var old = persons1864yrs2010_n * relold,1,control,0,0,,"old, persons1864yrs2010_n",age,Blended,Census Bureau,Area Health Resource Files (AHRF)
1,dickstein-2015,"bundle-insurer, bundle-premium",smallem,% Working for Small Employer,count / count,"not noised, we don't know # employees",0,control,0,0,,,,Survey,Census Bureau,County Business Patterns
