"","est1","","","","est2","","","","est3","","",""
"","b","se","t","p","b","se","t","p","b","se","t","p"
"_SstfXyea_22_1983","","","","","-.2074822",".3966523","-.5230834",".6009545",".2396644",".4099672",".5845942",".5588642"
"_SstfXyea_22_1984","","","","","-.1738362",".513849","-.3383021",".735159",".2926386",".4882372",".599378",".5489657"
"_SstfXyea_22_1985","","","","","-.3050305",".5289739","-.5766456",".5642218",".1807724",".5191211",".3482278",".7276933"
"_SstfXyea_22_1986","","","","",".0230222",".3701462",".0621977",".9504095",".5281532",".448544","1.177484",".2390952"
"_SstfXyea_22_1987","","","","",".1351123",".2460726",".5490751",".5829945",".6595715",".3954786","1.66778",".0954628"
"_SstfXyea_22_1988","","","","","-.2302732",".4703466","-.4895819",".6244653",".313514",".4735926",".6619909",".5080275"
"_SstfXyea_23_1961","","","","",".3160573",".2535614","1.246473",".2126875",".3380223",".2588335","1.305945",".1916706"
"_SstfXyea_23_1962","","","","","-.0582103",".079451","-.7326559",".4638251","-.0683386",".0729174","-.9372067",".348727"
"_SstfXyea_23_1963","","","","","-.2446201",".2104466","-1.162386",".2451705","-.2376286",".2273316","-1.045295",".2959701"
"_SstfXyea_23_1964","","","","",".0310787",".1096661",".2833937",".7768944","-.0074373",".1302635","-.0570939",".9544741"
"_SstfXyea_23_1965","","","","","-.0971442",".1273387","-.7628807",".445594","-.1267231",".1469632","-.8622782",".3886027"
"_SstfXyea_23_1966","","","","","-.0399323",".1381583","-.2890329",".772576","-.077125",".150653","-.5119377",".6087319"
"_SstfXyea_23_1967","","","","","-.0285208",".2391834","-.1192423",".9050913","-.0561788",".2444441","-.2298229",".8182449"
"_SstfXyea_23_1968","","","","",".53712",".2984592","1.799643",".0720166",".5107155",".3274149","1.559842",".1189018"
"_SstfXyea_23_1969","","","","",".6282878",".3653708","1.719589",".0856094",".6127647",".3950874","1.55096",".1210159"
"_SstfXyea_23_1970","","","","","-.0739575",".1202103","-.6152347",".538446","-.0748837",".1630528","-.4592607",".64608"
"_SstfXyea_23_1971","","","","",".5630818",".4153533","1.355669",".1753055",".5714554",".463911","1.231821",".2181116"
"_SstfXyea_23_1972","","","","",".4767273",".3607237","1.321586",".1864061",".5015378",".4063575","1.234228",".2172138"
"_SstfXyea_23_1973","","","","",".6360515",".3167772","2.007883",".0447444",".6841898",".3778324","1.810829",".0702665"
"_SstfXyea_23_1974","","","","",".3007214",".2000734","1.503055",".1329292",".3554133",".2675159","1.328569",".1840905"
"_SstfXyea_23_1975","","","","",".3393988",".19315","1.757178",".0789886",".4162624",".2555533","1.628867",".1034452"
"_SstfXyea_23_1976","","","","",".360838",".1889829","1.909369",".056309",".4752079",".2740448","1.734052",".0830107"
"_SstfXyea_23_1977","","","","",".3347478",".2407318","1.390542",".1644665",".463336",".3236329","1.431672",".1523411"
"_SstfXyea_23_1978","","","","",".3232196",".272154","1.187635",".2350705",".4968701",".3535567","1.405348",".1600206"
"_SstfXyea_23_1979","","","","",".2376812",".2735165",".8689831",".3849253",".4278334",".3512547","1.218015",".2233133"
"_SstfXyea_23_1980","","","","","-.0877756",".1519133","-.5778007",".5634417",".1222607",".2200863",".5555127",".5785851"
"_SstfXyea_23_1981","","","","",".1482002",".1760404",".8418532",".3999367",".3736443",".2800042","1.334424",".1821653"
"_SstfXyea_23_1982","","","","",".0280935",".1918994",".1463968",".8836179",".2669406",".2901077",".9201433",".3575712"
"_SstfXyea_23_1983","","","","",".263858",".2151671","1.226293",".2201837",".5161082",".3353462","1.539031",".1239013"
"_SstfXyea_23_1984","","","","",".1930592",".2374996",".8128821",".4163496",".4587124",".3606469","1.271916",".2035009"
"_SstfXyea_23_1985","","","","",".2675141",".2613747","1.023489",".3061585",".5465704",".3899715","1.401565",".1611477"
"_SstfXyea_23_1986","","","","",".2508485",".2408074","1.041698",".297635",".5433078",".3795891","1.431305",".1524461"
"_SstfXyea_23_1987","","","","",".2034661",".1725164","1.179402",".238331",".5093285",".3309663","1.538913",".12393"
"_SstfXyea_23_1988","","","","",".0888652",".2349708",".3781967",".705311",".4081305",".375989","1.085485",".2777933"
"_SstfXyea_24_1961","","","","","-.0693358",".3618489","-.1916153",".8480564","-.0467249",".3673025","-.1272109",".8987819"
"_SstfXyea_24_1962","","","","","-1.138403",".4476822","-2.542881",".0110437","-1.173397",".4491096","-2.612718",".009027"
"_SstfXyea_24_1963","","","","","-.5061695",".2988681","-1.693622",".0904401","-.5122171",".3330283","-1.538059",".1241389"
"_SstfXyea_24_1964","","","","","-.5427341",".4112111","-1.319843",".1869873","-.2631824",".3977621","-.6616579",".5082408"
"_SstfXyea_24_1965","","","","","-.2846185",".2946994","-.9657926",".3342252",".0232847",".285893",".0814454",".9350932"
"_SstfXyea_24_1966","","","","","-.7105161",".3635247","-1.95452",".0507318","-.3946836",".3462289","-1.13995",".2543973"
"_SstfXyea_24_1967","","","","","1.329602",".5908862","2.250183",".0245089","1.674311",".6227779","2.688456",".0072177"
"_SstfXyea_24_1968","","","","","1.498145",".4887902","3.065005",".0021959","1.924842",".5602363","3.435768",".0005988"
"_SstfXyea_24_1969","","","","","-1.120822",".7445397","-1.505389",".1323284","-.656072",".7230422","-.9073773",".3642796"
"_SstfXyea_24_1970","","","","","1.674288",".5774026","2.899689",".0037622","2.179267",".6526139","3.33929",".0008501"
"_SstfXyea_24_1971","","","","","5.938213","2.095728","2.833485",".0046348","6.481502","2.188649","2.961417",".0030861"
"_SstfXyea_24_1972","","","","","-.5334679",".5149995","-1.035861",".3003498",".0270037",".5374277",".0502461",".9599296"
"_SstfXyea_24_1973","","","","","-.0960773",".4125609","-.2328803",".8158701",".5186643",".4698422","1.103912",".2697192"
"_SstfXyea_24_1974","","","","","2.088554",".5550662","3.762711",".0001713","2.749418",".6636007","4.143181",".0000352"
"_SstfXyea_24_1975","","","","","3.839805","1.265127","3.035115",".0024249","4.489147","1.389585","3.230567",".0012487"
"_SstfXyea_24_1976","","","","","-.5845498",".3281378","-1.781416",".0749448",".1467622",".3604466",".4071678",".6839136"
"_SstfXyea_24_1977","","","","","-.7934037",".5616543","-1.412619",".1578705","-.0222849",".5168023","-.0431207",".9656082"
"_SstfXyea_24_1978","","","","","1.35734",".4024106","3.373023",".0007528","2.036534",".5641639","3.609827",".0003114"
"_SstfXyea_24_1979","","","","",".0703527",".3763563",".1869311",".8517272",".7863526",".4915762","1.599656",".1097794"
"_SstfXyea_24_1980","","","","",".9305182",".2999822","3.101912",".0019405","1.686356",".4771092","3.534527",".0004146"
"_SstfXyea_24_1981","","","","",".1037358",".4037431",".2569352",".7972462",".8962475",".3933884","2.278277",".0227795"
"_SstfXyea_24_1982","","","","","-1.244726",".7315233","-1.701553",".088942","-.4174252",".6403547","-.6518656",".5145374"
"_SstfXyea_24_1983","","","","","-.2808675",".3753876","-.7482067",".4543936",".5812214",".4236336","1.371991",".170168"
"_SstfXyea_24_1984","","","","","-.5450659",".4555082","-1.196611",".2315521",".3518117",".4801842",".7326599",".4638226"
"_SstfXyea_24_1985","","","","",".0071816",".3940711",".0182241",".9854613",".9388478",".4928182","1.905059",".0568671"
"_SstfXyea_24_1986","","","","","-.5755773",".4631102","-1.242852",".2140188",".3908776",".5012557",".7797968",".4355715"
"_SstfXyea_24_1987","","","","","1.307296",".3131445","4.174736",".0000307","2.308539",".544143","4.242523",".0000228"
"_SstfXyea_24_1988","","","","",".2804214",".3424511",".8188654",".4129277","1.316454",".4659955","2.825035",".0047585"
"_SstfXyea_25_1961","","","","",".7092151",".3588664","1.976265",".0482155",".784638",".3772013","2.080157",".0375951"
"_SstfXyea_25_1962","","","","",".243848",".1445877","1.686506",".0918015",".2495657",".1631595","1.529581",".126225"
"_SstfXyea_25_1963","","","","","-.241702",".3522794","-.6861088",".4926971","-.0106397",".4273","-.0248999",".9801364"
"_SstfXyea_25_1964","","","","","-.1673986",".2365316","-.7077216",".4791726",".0019395",".3046429",".0063664",".9949208"
"_SstfXyea_25_1965","","","","",".2290702",".2199913","1.041269",".2978337",".4331736",".3045114","1.42252",".1549784"
"_SstfXyea_25_1966","","","","","-.1348251",".2444986","-.551435",".5813763",".0888815",".3063791",".2901031",".7717572"
"_SstfXyea_25_1967","","","","","-.8322241",".3705812","-2.245727",".0247934","-.5455709",".4533112","-1.203524",".2288677"
"_SstfXyea_25_1968","","","","","-.2338239",".4100089","-.5702898",".5685235",".0749476",".4663301",".160718",".8723262"
"_SstfXyea_25_1969","","","","",".47423",".5671491",".8361646",".4031283",".8119317",".7254862","1.119155",".2631627"
"_SstfXyea_25_1970","","","","","-.0017884",".3890705","-.0045965",".9963328",".3791664",".5996479",".6323151",".5272288"
"_SstfXyea_25_1971","","","","",".8365521",".6821762","1.226299",".2201815","1.24112",".848067","1.46347",".1434428"
"_SstfXyea_25_1972","","","","","1.242829",".6901392","1.800838",".071828","1.680596",".9181694","1.830377",".0672919"
"_SstfXyea_25_1973","","","","",".4000975",".4749321",".8424309",".3996134",".8944995",".6703262","1.334424",".1821653"
"_SstfXyea_25_1974","","","","",".3300734",".3619495",".911932",".3618772",".8312374",".5660769","1.468418",".1420947"
"_SstfXyea_25_1975","","","","","2.650458","1.276181","2.076867",".037898","3.184995","1.590066","2.003059",".04526"
"_SstfXyea_25_1976","","","","",".364183",".3345195","1.088675",".2763839",".986884",".3915745","2.520297",".0117766"
"_SstfXyea_25_1977","","","","",".8532679",".3322848","2.567881",".0102798","1.41401",".545025","2.594395",".0095215"
"_SstfXyea_25_1978","","","","",".5962759",".367432","1.62282",".1047321","1.238553",".5882473","2.105497",".0353303"
"_SstfXyea_25_1979","","","","",".4775976",".4960216",".9628565",".3356965","1.157776",".801832","1.443914",".1488667"
"_SstfXyea_25_1980","","","","",".7756068",".3636236","2.132994",".0330055","1.488564",".6995465","2.127899",".0334261"
"_SstfXyea_25_1981","","","","","1.721483",".6275734","2.743079",".0061225","2.47128",".991087","2.493505",".0127019"
"_SstfXyea_25_1982","","","","","2.290333",".8976983","2.55134",".0107798","3.074616","1.274056","2.41325",".01587"
"_SstfXyea_25_1983","","","","","1.415546",".6215737","2.277358",".0228343","2.234315","1.019234","2.192151",".0284445"
"_SstfXyea_25_1984","","","","",".8379461",".3291458","2.54582",".0109513","1.691202",".6388832","2.647122",".0081601"
"_SstfXyea_25_1985","","","","","1.749498",".6792464","2.575646",".0100523","2.63724","1.098629","2.400483",".0164335"
"_SstfXyea_25_1986","","","","","1.36306",".4523564","3.013244",".0026061","2.285288",".8775533","2.604159",".009255"
"_SstfXyea_25_1987","","","","",".6353703",".257871","2.463907",".0137984","1.592084",".5620535","2.832621",".0046474"
"_SstfXyea_25_1988","","","","","2.602699",".9248346","2.814232",".004921","3.593899","1.400952","2.565327",".0103556"
"_SstfXyea_26_1961","","","","","-.864983",".4893947","-1.767455",".0772529","-.8294513",".4917102","-1.68687",".0917313"
"_SstfXyea_26_1962","","","","",".6151129",".2241623","2.744051",".0061044",".955315",".308469","3.096956",".0019731"
"_SstfXyea_26_1963","","","","","-.0180054",".3677458","-.0489615",".9609532",".3888567",".3937573",".9875541",".32345"
"_SstfXyea_26_1964","","","","","2.155794",".632515","3.408289",".0006623","2.501044",".6743265","3.708952",".0002119"
"_SstfXyea_26_1965","","","","","1.052372",".317573","3.313797",".0009312","1.436694",".3719928","3.862154",".0001147"
"_SstfXyea_26_1966","","","","","-.6937193",".3271135","-2.12073",".0340257","-.2254013",".2896448","-.778199",".4365126"
"_SstfXyea_26_1967","","","","",".6207028",".3960639","1.567179",".1171775","1.139552",".4243998","2.68509",".0072906"
"_SstfXyea_26_1968","","","","","2.716312",".8087627","3.358602",".0007931","3.26673",".9120107","3.581899",".0003465"
"_SstfXyea_26_1969","","","","","5.963447","1.565743","3.808701",".0001425","6.561117","1.677863","3.9104",".0000942"
"_SstfXyea_26_1970","","","","","-1.576149",".4596642","-3.428913",".0006141","-.9519773",".4091931","-2.326475",".020059"
"_SstfXyea_26_1971","","","","","3.92128","1.278378","3.067388",".0021785","4.596492","1.42754","3.219869",".0012961"
"_SstfXyea_26_1972","","","","","6.64009","1.888765","3.515572",".0004453","7.37513","2.044397","3.607483",".0003142"
"_SstfXyea_26_1973","","","","","10.78409","2.869678","3.757945",".0001745","11.51535","3.018264","3.815222",".0001388"
"_SstfXyea_26_1974","","","","","4.72943","1.442842","3.277858",".0010578","5.517803","1.624782","3.396027",".0006925"
"_SstfXyea_26_1975","","","","","4.230101","1.151209","3.674484",".0002425","5.096243","1.347667","3.781529",".0001589"
"_SstfXyea_26_1976","","","","","7.757244","2.098095","3.697279",".0002218","8.545202","2.277603","3.75184",".0001788"
"_SstfXyea_26_1977","","","","","6.745261","1.699678","3.968552",".000074","7.57519","1.930366","3.924226",".0000889"
"_SstfXyea_26_1978","","","","","4.979739","1.320672","3.77061",".000166","5.912665","1.57538","3.753167",".0001779"
"_SstfXyea_26_1979","","","","","5.908105","1.566979","3.77038",".0001661","6.893294","1.82501","3.777127",".0001617"
"_SstfXyea_26_1980","","","","","4.659566","1.235917","3.770129",".0001663","5.698864","1.497967","3.804398",".000145"
"_SstfXyea_26_1981","","","","","2.088921",".5118748","4.080922",".000046","3.179209",".8180194","3.886472",".0001039"
"_SstfXyea_26_1982","","","","",".6301623",".2585206","2.437572",".0148435","1.76919",".5468655","3.235146",".0012289"
"_SstfXyea_26_1983","","","","","5.387699","1.490698","3.614213",".0003062","6.575466","1.808195","3.636481",".000281"
"_SstfXyea_26_1984","","","","","1.651671",".3850563","4.289428",".0000185","2.888179",".7316765","3.947344",".0000808"
"_SstfXyea_26_1985","","","","","5.043889","1.302743","3.871744",".0001103","6.329136","1.660667","3.811201",".000141"
"_SstfXyea_26_1986","","","","","2.967562",".7689585","3.859197",".0001161","4.301549","1.160224","3.707516",".0002131"
"_SstfXyea_26_1987","","","","","-.2421451",".2667586","-.9077311",".3640926","1.140582",".5288497","2.156722",".0311059"
"_SstfXyea_26_1988","","","","",".1521636",".3228911",".4712536",".6374936","1.58363",".6202715","2.553124",".0107248"
"_SstfXyea_27_1961","","","","",".7523328",".3718743","2.023084",".0431523",".7499794",".3761192","1.993994",".0462423"
"_SstfXyea_27_1962","","","","",".3603322",".2115288","1.703466",".0885835",".4617314",".3127323","1.476443",".1399291"
"_SstfXyea_27_1963","","","","","-.125676",".2861129","-.4392531",".6605095",".0491961",".3131438",".1571038",".8751736"
"_SstfXyea_27_1964","","","","",".3733117",".2987162","1.24972",".2114984",".4701617",".3253799","1.444962",".148572"
"_SstfXyea_27_1965","","","","",".2253593",".1682612","1.339342",".1805599",".3214533",".1926327","1.668737",".095273"
"_SstfXyea_27_1966","","","","",".3541963",".3447034","1.027539",".3042487",".4648217",".3889171","1.195169",".2321146"
"_SstfXyea_27_1967","","","","","-.6432787",".355788","-1.80804",".0706996","-.5162284",".3215054","-1.60566",".108453"
"_SstfXyea_27_1968","","","","","-.0877644",".3512961","-.2498302",".8027356",".0334755",".3780293",".0885527",".9294433"
"_SstfXyea_27_1969","","","","",".1186983",".3936055",".3015667",".7630031",".2457126",".4333432",".5670163",".5707452"
"_SstfXyea_27_1970","","","","","-.3383096",".3973516","-.8514113",".3946083","-.2136981",".3815922","-.560017",".5755093"
"_SstfXyea_27_1971","","","","","-.2193883",".5235539","-.4190368",".675219","-.0906664",".5692334","-.159278",".8734605"
"_SstfXyea_27_1972","","","","",".2872811",".436346",".6583791",".5103447",".4315159",".4921977",".8767126",".3807124"
"_SstfXyea_27_1973","","","","","-.0811351",".3884357","-.2088766",".8345586",".0506059",".4513222",".1121281",".9107293"
"_SstfXyea_27_1974","","","","","-.1765889",".2731208","-.6465597",".517966","-.043329",".341216","-.126984",".8989615"
"_SstfXyea_27_1975","","","","","-.0573393",".2515225","-.2279688",".8196859",".1051372",".3328742",".3158466",".7521408"
"_SstfXyea_27_1976","","","","",".7608761",".4072751","1.868212",".0618291",".8831836",".481324","1.834905",".0666179"
"_SstfXyea_27_1977","","","","",".7004895",".3009845","2.327327",".0200135",".7986253",".4170339","1.915013",".055585"
"_SstfXyea_27_1978","","","","",".5207879",".3120579","1.668882",".0952442",".6681451",".4427557","1.50906",".1313877"
"_SstfXyea_27_1979","","","","",".0280259",".3250342",".0862246",".9312936",".1854596",".4588344",".4041972",".6860963"
"_SstfXyea_27_1980","","","","",".1696632",".1657542","1.023583",".3061139",".339128",".2899981","1.169414",".2423288"
"_SstfXyea_27_1981","","","","",".483667",".2170818","2.228041",".025951",".6621097",".3584957","1.846911",".0648576"
"_SstfXyea_27_1982","","","","",".4796042",".2377175","2.017539",".0437274",".6651318",".3735218","1.780704",".0750611"
"_SstfXyea_27_1983","","","","",".2764969",".2383136","1.160223",".2460495",".4691094",".4096997","1.145008",".2522964"
"_SstfXyea_27_1984","","","","",".6499147",".3039325","2.138352",".032568",".849612",".4646954","1.82832",".0675999"
"_SstfXyea_27_1985","","","","",".5228167",".314026","1.664884",".0960395",".7295989",".4915284","1.484347",".1378209"
