"","est1","","","","est2","","","","est3","","","","est4","","","","est5","","","","est6","","","","est7","","","","est8","","","","est9","","","","est10","","",""
"24.date","-.1907875",".0968617","-1.969689",".0566057",".1686143",".1175304","1.434644",".1600192","-.162293",".127295","-1.274936",".2104993","-.2391759",".1477028","-1.619305",".1141104","-.0533942",".0268499","-1.988619",".0543862","-.4552281",".1708739","-2.664118",".0114759",".0526253",".1143114",".4603677",".6480211","-.1045115",".1245832","-.8388889",".4070677",".0278065",".0855857",".3248966",".7471399","-.2640308",".0802565","-3.289836",".0022479"
"25.date","-.1244456",".1353986","-.9191052",".3641581","-.0657664",".1784816","-.3684769",".7146757",".0011426",".1635421",".0069864",".9944643","-.0543496",".1294559","-.419831",".677104","-.0242739",".0413103","-.5876001",".5604686","-.4148125",".1545866","-2.683365",".0109414",".0046038",".1024304",".0449461",".9643986",".0648827",".1799303",".3605991",".7205065",".1640252",".1126085","1.456598",".1538947","-.1116032",".0687781","-1.622655",".1133893"
"26.date","-.1712184",".1113204","-1.538068",".1327761","-.0557093",".1695923","-.3284895",".7444448","-.0439279",".1429836","-.3072236",".7604434","-.0768708",".1203065","-.6389581",".526895","-.0544422",".0267498","-2.035235",".0492404","-.4171904",".1764386","-2.364507",".0235667","-.0909468",".0750522","-1.211781",".2334901",".0145601",".1104651",".1318068",".895871",".0288312",".0947369",".3043289",".7626296","-.2131834",".0917678","-2.323075",".0259402"
"27.date","-.1231412",".1225765","-1.004607",".3217913","-.0006543",".1655582","-.0039523",".9968683","-.1010141",".1424262","-.7092382",".482745",".0046141",".1323642",".0348593",".9723845","-.0546804",".0267524","-2.043942",".048328","-.0475186",".2261472","-.2101225",".8347568",".2191112",".1181865","1.853944",".071955","-.220076",".1536886","-1.431961",".1607809","-.0002605",".0947365","-.0027496",".9978213","-.0458892",".0843522","-.5440184",".5897825"
"28.date","-.3300378",".0866259","-3.809923",".0005229",".0210399",".1566358",".1343235",".8938949","-.2901169",".1363942","-2.127046",".0403379","-.0882095",".1385558","-.6366353",".5283901","-.0555926",".0268246","-2.07245",".0454431","-.5373943",".1661389","-3.234607",".0026116",".1006463",".1363809",".7379795",".4653106",".070736",".1227567",".5762291",".5680457",".0071459",".0885451",".0807034",".9361248","-.2470683",".0849837","-2.907244",".0062067"
"29.date","-.0109698",".126812","-.0865041",".9315451",".1237356",".1513255",".8176785",".4189199","-.3744732",".1508779","-2.481961",".0178681","-.0197995",".124137","-.1594969",".8741689",".002248",".0514559",".043687",".9653953","-.3263806",".1623156","-2.010778",".0518845","-.0098747",".115501","-.0854946",".9323419","-.0614746",".1447882","-.4245832",".6736674",".0416613",".082578",".504508",".6169787","-.1631585",".0783754","-2.081757",".0445346"
"30.date","-.2397081",".0962997","-2.489188",".0175623","-.1486907",".1669221","-.890779",".3789626","-.0403479",".1390121","-.2902474",".7732924","-.1134457",".1378074","-.8232194",".4158035",".0013583",".0520749",".0260843",".9793342","-.4958397",".2009173","-2.467879",".0184779",".1009607",".1115419",".9051366",".3714111","-.0341437",".151197","-.2258224",".8226168","-.0461275",".0835031","-.5524053",".5840844","-.1708539",".0844893","-2.022196",".0506351"
"31.date","-.1857416",".1080609","-1.71886",".0942294",".0884718",".1706588",".5184131",".607342",".0281319",".1412848",".199115",".8432931","-.1703686",".1115607","-1.527138",".1354658",".0006312",".0517079",".0122076",".9903274","-.3523673",".1660771","-2.121709",".0408137",".0344057",".119301",".2883944",".7746989",".0406172",".1566407",".2593019",".7968794",".007759",".1067397",".0726909",".9424545","-.1625455",".0880598","-1.845853",".0731499"
"32.date","-.2214987",".0915077","-2.420549",".0206689",".0981835",".1427347",".6878743",".4959405","-.1434275",".1289621","-1.112168",".2734378",".0020322",".1312709",".015481",".9877339",".0591036",".0595242",".9929342",".3273694","-.2243019",".1755783","-1.277504",".2096018",".0422233",".0934275",".4519366",".654026","-.0095827",".1664028","-.0575875",".9543956",".0437914",".0848212",".5162793",".6088163","-.1340687",".0919313","-1.458358",".153412"
"33.date","-.2937404",".1016264","-2.890393",".0064822",".0415768",".1691315",".2458256",".8072134","-.4181668",".1594065","-2.623273",".0126912","-.0326589",".1348367","-.2422107",".8099915","-.0308852",".04184","-.7381756",".4651929","-.2752334",".2005555","-1.372355",".1784436",".0937608",".1073444",".8734577",".388203","-.0040011",".142733","-.0280318",".9777916","-.0219927",".0783942","-.2805397",".7806694","-.1708547",".0684453","-2.496224",".0172693"
"34.date","-.0917382",".1191531","-.7699187",".4463711",".2280594",".1361866","1.674609",".1026782","-.1289692",".1371776","-.9401617",".3534006","-.1783533",".1470194","-1.213128",".232981","-.0317974",".042197","-.7535463",".456022","-.2605045",".1494465","-1.743128",".0898478",".0700277",".1159154",".6041281",".549547","-.1161783",".1439545","-.8070486",".4249386","-.0741923",".0587739","-1.262334",".2149452","-.2127281",".0910045","-2.337555",".0250872"
"35.date","-.1889597",".0904882","-2.088225",".0439126",".0297875",".1193527",".2495758",".804334","-.3305238",".1533657","-2.155135",".0379142",".1937404",".1171357","1.653982",".1068262","-.0624017",".0276963","-2.253071",".030443","-.4872658",".1900302","-2.564149",".0146614","-.0797096",".0942603","-.8456326",".4033435",".1107969",".1386531",".7990942",".4294767",".0863875",".0883494",".9777943",".3347014","-.1276992",".0660019","-1.93478",".0609051"
"36.date","-.1711168",".100005","-1.711082",".095671",".1769913",".1421536","1.245071",".2211495","-.21961",".1458533","-1.505691",".1408712","-.0654194",".1280611","-.5108451",".6125782","-.0346156",".0422552","-.819204",".4180605","-.3663043",".1705514","-2.147765",".0385373",".0048652",".1058871",".0459468",".9636066",".1921283",".105731","1.817142",".0775274","-.0479217",".0839994","-.5705005",".5718823","-.1895381",".0948537","-1.998215",".0532903"
"37.date","-.1721909",".1128787","-1.52545",".1358851",".2419711",".1501999","1.610994",".1159155","-.1754133",".1291367","-1.358353",".1828036",".0199144",".1504659",".1323515",".8954432","-.0059407",".0543346","-.1093363",".9135429","-.441773",".1668317","-2.648016",".0119416","-.1470082",".0746143","-1.970242",".0565397",".2914541",".1340671","2.173942",".0363644",".0228122",".1009892",".2258873",".8225667","-.1376666",".0930063","-1.480186",".1475227"
"38.date","-.1230072",".0960832","-1.280216",".2086573",".2401779",".154591","1.553634",".1290199","-.2477107",".138033","-1.794576",".0811223",".0599048",".1214968",".4930563",".6249671","-.0659867",".0282335","-2.337178",".0251091","-.6020894",".1632401","-3.688367",".0007404","-.1174542",".0808659","-1.452456",".1550359",".0706249",".1474181",".4790789",".6347799",".0232821",".0724604",".3213085",".7498347","-.1635691",".0783176","-2.088534",".0438832"
"39.date","-.1950791",".1271801","-1.533881",".1338013",".1918928",".1719047","1.116274",".2717003",".1323896",".1552394",".8528092",".3994036",".0225877",".136503",".165474",".8694967","-.0374909",".034685","-1.080897",".2869312","-.3681962",".1610426","-2.286327",".0282231",".1208004",".1156559","1.044481",".3032259",".2346146",".1594238","1.471641",".1498064",".022612",".0817477",".2766073",".7836636","-.0861621",".0798627","-1.078878",".2878179"
"40.date","-.097377",".1112926","-.8749636",".387394","-.0618419",".1535628","-.4027141",".6895401",".0726128",".1517124",".4786215",".6351021","-.0038179",".1083262","-.0352448",".9720792",".0202299",".0505101",".4005129",".6911458","-.5575158",".1587311","-3.512329",".0012164","-.1165396",".0750235","-1.553375",".1290818",".0492225",".1497397",".3287205",".7442716",".079326",".0935319",".8481164",".4019772","-.0792701",".068651","-1.154683",".2558278"
"41.date","-.2497061",".0886671","-2.816221",".0078362",".3081387",".1716503","1.795154",".0810285","-.1168154",".1595076","-.73235",".4686965","-.1022835",".1405999","-.727479",".4716376","-.0414137",".0429335","-.9645999",".3411806","-.4341205",".1563676","-2.776282",".0086705","-.053996",".0657797","-.8208615",".4171279",".2878635",".1322019","2.177453",".0360814",".0365493",".0923497",".395771",".6946098",".0049126",".0733521",".0669725",".9469741"
"42.date","-.2039102",".1095496","-1.86135",".0708759",".0590356",".180051",".3278827",".7448997","-.3003267",".1553051","-1.933786",".0610316","-.1756204",".1570811","-1.118024",".2709624","-.0425205",".0343779","-1.236855",".2241491","-.5301079",".1728952","-3.066065",".0040991","-.0725545",".0838382","-.8654114",".3925437",".129794",".1234594","1.051309",".3001227",".0803331",".0959973",".8368273",".4082105","-.1534375",".083723","-1.832682",".0751312"
"43.date","-.2078639",".1080425","-1.923908",".0623004",".2066166",".1626205","1.270544",".2120406","-.1540667",".1430422","-1.077071",".2886134","-.1262251",".1310309","-.963323",".341812","-.043103",".0444961","-.9686915",".3391625","-.5105616",".1596873","-3.197258",".0028885","-.1225983",".0787784","-1.556243",".1283989",".2647507",".1608025","1.646434",".1083782",".2555611",".1077699","2.371358",".0231938","-.069916",".0719453","-.9717936",".3376378"
"44.date","-.1682751",".1034928","-1.62596",".1126817",".3255313",".1301871","2.500488",".0170939","-.2142195",".1234519","-1.735246",".0912518",".0295726",".1257816",".2351107",".8154551","-.0154147",".0541087","-.2848847",".777365","-.6896836",".1627269","-4.238288",".0001495","-.1177576",".077901","-1.511632",".1393569",".4413561",".1231076","3.585124",".0009917","-.0538445",".0898382","-.5993499",".5526932","-.0776069",".0786694","-.9864941",".3304749"
"45.date","-.2397751",".0754015","-3.179977",".0030259",".2379674",".1375342","1.730241",".0921527","-.0884878",".1535941","-.5761142",".5681225",".0790209",".1322366",".5975715",".5538664","-.0460945",".0441356","-1.044385",".3032699","-.7698278",".1642058","-4.688188",".0000388","-.1309553",".0694655","-1.885186",".0674962",".109566",".1525223",".7183607",".4771715",".1290183",".1047","1.232266",".2258375","-.2061326",".0854379","-2.412661",".0210562"
"46.date","-.1804369",".0838704","-2.151378",".0382307",".1394786",".1998934",".6977647",".4898068","-.259056",".1384199","-1.871523",".0694162",".0416826",".1189017",".3505636",".7279588","-.0472113",".0347474","-1.358699",".182695","-.4328771",".147937","-2.926092",".0059117","-.0859639",".0834004","-1.030737",".3095397",".3033774",".1623204","1.869003",".0697753",".0330059",".095939",".3440297",".7328254","-.0917105",".0923089","-.9935171",".3270893"
"47.date","-.0498924",".111154","-.4488583",".6562243",".379699",".136673","2.778157",".0086295","-.1605618",".1456061","-1.102714",".2774689","-.1057437",".1385663","-.7631273",".4503596",".0247702",".0651506",".3801999",".7060311","-.046897",".2231114","-.2101952",".8347004","-.0077151",".0689042","-.1119685",".9114704",".3567138",".1484488","2.402941",".0215425",".1265372",".1019127","1.241624",".2224045",".1752729",".1184022","1.480318",".1474878"
"48.date","-.2134543",".0847838","-2.517629",".0164049",".5258157",".1214293","4.330223",".0001138","-.2473224",".1249393","-1.979541",".0554409",".2304533",".1178425","1.955605",".0583076","-.0245691",".0548464","-.4479619",".6568651","-.2878375",".2034933","-1.414481",".1658119","-.0890044",".0668228","-1.331946",".1912497",".563886",".1584833","3.558016",".0010702",".1935983",".1231748","1.571737",".1247604",".123236",".0940006","1.311013",".1981547"
"49.date","-.1535375",".0950166","-1.615901",".1148469",".6790227",".1509263","4.499035",".0000687","-.1611136",".1440308","-1.118605",".2707174",".282691",".1079099","2.619695",".0128031",".0010521",".0483852",".0217435",".9827726","-.4742063",".2170267","-2.185014",".0354785","-.1051221",".0640579","-1.641049",".1094967",".5255299",".1608796","3.266603",".0023946",".0425937",".1044477",".4077991",".6858364",".1735336",".0591528","2.933652",".0057971"
"50.date","-.1732648",".0961769","-1.801522",".080001",".5644251",".1619164","3.485903",".0013095","-.25132",".1085336","-2.315597",".0263908",".2478088",".1655662","1.496736",".1431788","-.0296365",".0554699","-.5342811",".5964314","-.4784456",".165092","-2.898054",".0063556","-.1315238",".0548016","-2.4",".0216917",".5804337",".1604925","3.616578",".0009075",".0700524",".1081939",".6474712",".5214349",".1205815",".1019173","1.183131",".2445119"
"51.date","-.2799332",".080657","-3.470662",".0013662",".5385203",".1454778","3.701735",".0007127","-.1397359",".1250949","-1.117039",".2713778",".0561671",".1428087",".3933033",".6964151","-.0592498",".0452593","-1.30912",".1987885","-.506712",".178979","-2.831126",".0075445","-.0344543",".0718579","-.4794779",".6344988",".526298",".1385155","3.799561",".0005388",".1530352",".1078675","1.418733",".1645768",".0750162",".0800932",".9366113",".3551996"
"52.date","-.2789843",".0767188","-3.636454",".0008579",".4036596",".1425635","2.831437",".0075386","-.462766",".1824069","-2.536998",".0156571","-.009295",".129156","-.0719676",".943026",".0289147",".0692204",".4177202",".6786327","-.4087011",".1787144","-2.286895",".0281865","-.0652012",".0884909","-.7368122",".4660115",".4871959",".1342838","3.628108",".0008784",".1008356",".1084825",".9295105",".3588158","-.0979738",".105229","-.9310538",".3580278"
"53.date","-.1607701",".1076334","-1.493682",".1439726",".3622822",".1394256","2.598391",".0134885","-.2001245",".1193862","-1.676279",".1023484",".2689204",".1262633","2.129837",".0400911","-.0608234",".0457818","-1.328551",".1923567","-.2267769",".1562403","-1.451462",".1553107","-.0181707",".079521","-.2285016",".8205494",".4231584",".1320034","3.205663",".0028238",".1083194",".1075682","1.006984",".3206632",".048584",".0664138",".7315355",".4691875"
"54.date","-.172713",".0847838","-2.037099",".0490438",".2081629",".1301166","1.599818",".1183796","-.3698479",".1181996","-3.12901",".0034681",".1674015",".1516197","1.104088",".2768802",".0272864",".0711968",".3832532",".703786","-.4418013",".1574476","-2.806021",".0080418","-.0104294",".0841194","-.1239831",".9020183",".4578078",".1356698","3.374427",".0017832","-.0321251",".0977371","-.3286893",".744295",".0039753",".0637907",".0623186",".9506539"
"55.date",".0205654",".0924147",".2225337",".8251562",".3656002",".1120254","3.263546",".0024146","-.0530295",".1276773","-.4153404",".6803579",".1598652",".1179022","1.355914",".1835715",".0257541",".0714711",".360342",".7206971","-.3661019",".1786248","-2.049558",".0477473","-.085216",".0620648","-1.373017",".1782395",".3933582",".151611","2.594524",".0136166","-.0202449",".109737","-.1844852",".8546682",".0353584",".0622313",".5681765",".5734423"
"56.date","-.0972546",".1003613","-.9690449",".3389886",".4964042",".1283945","3.86624",".0004446","-.2660856",".1545622","-1.721544",".0937362",".1976812",".1211258","1.632032",".111391","-.0642347",".0472854","-1.358446",".1827743","-.2856217",".1741254","-1.640322",".1096484","-.0406924",".0660705","-.6158926",".5418401",".5981217",".1088514","5.494849","3.29e-06",".144495",".0956708","1.510336",".1396861",".0070628",".0915954",".0771086",".9389641"
"57.date","-.1694962",".1000468","-1.694169",".0988692",".3980291",".1315475","3.025743",".0045587","-.332574",".1378544","-2.412501",".0210641",".0878568",".1558192",".563838",".5763603",".0239298",".0693132",".3452418",".7319218","-.5262364",".199338","-2.63992",".0121822","-.1308237",".054321","-2.408343",".021271",".5405944",".1229522","4.396785",".0000933",".1657075",".1142543","1.450339",".1556216",".0396923",".0867268",".4576707",".6499394"
"58.date","-.2120456",".0867335","-2.444796",".0195186",".5303087",".1382879","3.834818",".0004868","-.2120037",".128412","-1.650965",".1074442",".0967921",".1265022",".7651415",".4491745",".0368238",".0611979",".6017165",".5511337","-.2819483",".1999582","-1.410036",".1671109","-.1021861",".0551655","-1.852355",".0721883",".4624009",".1337673","3.456757",".0014201",".1017819",".1033457",".9848688",".3312618",".0993554",".0851865","1.166329",".2511501"
"59.date","-.2990247",".0801479","-3.730909",".0006558",".6654728",".1394302","4.772802",".00003","-.4773596",".1550431","-3.078883",".0039624",".1698072",".1556935","1.09065",".2826731","-.0070872",".0650652","-.1089243",".9138674","-.0954254",".2360771","-.4042128",".6884477","-.0717221",".070449","-1.018071",".3154375",".4743328",".1517615","3.125514",".0035006",".1512505",".1032166","1.46537",".1515001",".1238592",".0935032","1.324651",".1936346"
"60.date","-.1646946",".0797664","-2.06471",".046211",".7036737",".1243306","5.659699","1.98e-06","-.1057832",".1254354","-.8433276",".404614",".2995053",".1209215","2.476858",".0180869","-.0387733",".0485258","-.799024",".4295169","-.162213",".1874228","-.8654925",".3924999","-.0697525",".0720915","-.9675562",".3397217",".5737826",".113261","5.06602",".0000123",".0232168",".0988797",".2347979",".815696",".1796837",".0749779","2.396488",".021871"
"61.date","-.1171419",".0833357","-1.405664",".1683962",".6090379",".103857","5.864199","1.06e-06","-.2613933",".1432918","-1.824202",".0764308","-.0222717",".1624483","-.1371001",".8917155",".0191105",".0561288",".3404751",".7354776","-.0336052",".1722684","-.1950748",".8464312","-.0244203",".0759468","-.3215443",".7496575",".4180061",".1556112","2.686221",".0108641",".1946042",".1078857","1.8038",".0796362",".0840788",".0780608","1.077093",".2886038"
"62.date","-.0490537",".098703","-.4969824",".6222231",".6028324",".1548608","3.892738",".0004118","-.3891936",".1234415","-3.152859",".0032541",".1188014",".1667135",".7126081",".4806818","-.1002483",".0358545","-2.795974",".0082493","-.2137299",".1943538","-1.099695",".2787647","-.0677949",".0652828","-1.03848",".3059717",".6046581",".1600119","3.778833",".0005718",".0965951",".1142658",".8453549",".4034964",".1292541",".0735314","1.757808",".0872813"
"63.date","-.1759675",".0995666","-1.767335",".0856487",".6874794",".1556534","4.416731",".0000879","-.4299664",".1705919","-2.520438",".0162945",".1209569",".1128559","1.071781",".2909511","-.0714682",".047807","-1.494933",".143647",".3049597",".1475771","2.066443",".0460381","-.0550434",".0677801","-.8120883",".4220786",".648227",".1359944","4.766571",".0000306",".4103482",".1439352","2.850924",".0071728",".2372438",".0766254","3.096153",".003785"
"64.date","-.2016096",".1019091","-1.978328",".0555831",".4978431",".1495865","3.328129",".0020248","-.2962514",".1422175","-2.083088",".044406",".2083574",".1296806","1.606697",".116858","-.1016286",".0367803","-2.763126",".0089629",".0483198",".1436308",".3364166",".7385099",".018716",".0748043",".250199",".8038558",".5264245",".1358985","3.87366",".0004352",".1569017",".1289207","1.21704",".2315073",".1026339",".0654993","1.566948",".125876"
"65.date","-.1844583",".0924928","-1.994299",".0537352",".3892203",".1316652","2.956136",".0054684","-.1897782",".1545667","-1.227808",".2274869",".2083275",".1529701","1.361884",".1816965",".1201529",".0935052","1.284986",".2070035","-.0290353",".1845346","-.1573434",".8758534","-.0952175",".0634325","-1.501083",".1420548",".5757911",".1318156","4.368156",".0001016",".1415081",".1142453","1.238633",".2234974",".1876579",".0703584","2.667172",".0113895"
"66.date","-.2248306",".0798808","-2.814575",".0078691",".7940677",".1380551","5.751819","1.49e-06","-.2714844",".1424778","-1.905451",".0647325",".168168",".1308632","1.285067",".2069754","-.0722653",".0381648","-1.893508",".0663493",".0121262",".1564973",".0774851",".9386667","-.0625182",".0720192","-.8680763",".3911027",".7328475",".1283753","5.708633","1.70e-06",".1703894",".0959922","1.775034",".0843483",".2036159",".0731665","2.782913",".0085265"
"67.date","-.190957",".0964282","-1.980303",".0553517",".5812937",".1428239","4.070003",".0002456","-.434278",".1311909","-3.310276",".002126",".0644026",".1544567",".4169623",".679182",".0450236",".0733463",".6138496",".5431745",".0948122",".1737365",".5457242",".5886215","-.0331328",".0667893","-.4960792",".6228539",".6012605",".1634305","3.678998",".0007604",".2279612",".1135368","2.007818",".0522128",".1846262",".0663821","2.781263",".0085621"
"68.date","-.1897611",".1022214","-1.856374",".0715994",".5943189",".1350634","4.400297",".0000923","-.3780495",".1172715","-3.223712",".0026896",".1823675",".1284602","1.419642",".1643139","-.0151655",".0488477","-.310466",".757997","-.0375083",".1839509","-.2039038",".839577","-.1160791",".054444","-2.132083",".0398935",".6670927",".1559451","4.277741",".000133",".2184727",".1233202","1.771589",".0849282",".1620334",".0703763","2.302387",".027204"
"69.date","-.0831982",".1038023","-.8015062",".4280975",".524857",".1126433","4.659462",".0000423","-.3068837",".1404066","-2.185679",".035426",".0546183",".1215558",".4493273",".6558892","-.1039668",".0398297","-2.610281",".013102","-.0096034",".1658166","-.0579156",".9541361","-.0534067",".0641087","-.8330655",".4103009",".7316513",".1135128","6.445539","1.77e-07",".296913",".1270738","2.336539",".0251462",".0888858",".0742567","1.197008",".2391268"
"70.date","-.2129932",".0723217","-2.945079",".0056278",".5000376",".1266122","3.949363",".0003494","-.4488751",".1342012","-3.344791",".0019344","-.133261",".1390218","-.9585617",".3441734","-.0170749",".0600808","-.2841984",".7778866","-.046542",".1679309","-.2771496",".7832505","-.0787255",".0629202","-1.251195",".2189335",".5820114",".1543438","3.770877",".000585",".115206",".1057541","1.089377",".2832266",".0970608",".0724916","1.338925",".1889889"
"71.date","-.2271576",".0732767","-3.099997",".0037466",".5311864",".1379034","3.851873",".0004634","-.5375824",".1146355","-4.689491",".0000386",".0637622",".1183838",".5386057",".5934741","-.1083589",".0402169","-2.694364",".0106464",".0350839",".2103858",".1667599",".8684922",".0718941",".070205","1.024059",".3126397",".6007699",".1503351","3.996205",".0003048",".275326",".1262707","2.180442",".035842",".0630736",".0770781",".8183084",".4185649"
"72.date","-.0866198",".0776998","-1.114802",".2723225",".5489931",".1412704","3.886116",".0004198","-.4736394",".142075","-3.333729",".001994","-.2691028",".1410082","-1.908419",".0643359","-.0795788",".0394776","-2.015795",".0513322","-.0321592",".1706737","-.1884248",".8516018","-.0341234",".0789486","-.4322228",".6681575",".5736326",".1488199","3.854543",".0004599",".0311669",".1122848",".2775705",".7829299",".0334468",".070913",".4716597",".6400159"
"73.date","-.2675229",".0790768","-3.383078",".0017412",".4688104",".1663179","2.818761",".0077858","-.442614",".1499252","-2.952232",".0055242",".0435989",".1272121",".3427258",".7337979","-.0502616",".0622198","-.8078064",".4245078",".0958794",".1909093",".5022248",".6185677","-.0470202",".0703365","-.6685031",".5080766",".7390812",".1273759","5.802364","1.28e-06",".0820158",".1060888",".7730868",".4445177",".0951528",".0788141","1.207308",".2351865"
"74.date","-.2058719",".0907725","-2.267999",".0294279",".7279061",".1378739","5.279507","6.38e-06","-.442602",".140466","-3.150954",".0032707",".2463601",".1421189","1.733478",".0915692","-.0802931",".0530455","-1.513664",".1388419",".0942387",".1954262",".4822217",".6325675","-.0756722",".0624193","-1.21232",".2332862",".6827394",".1600098","4.266859",".0001374",".0286243",".1098301",".2606233",".7958681",".2262177",".0711039","3.181508",".0030135"
"75.date","-.2197536",".0717398","-3.063201",".0041302",".3937969",".1397478","2.817912",".0078026","-.4570237",".1571956","-2.907357",".0062049",".1814034",".1092708","1.660127",".1055763","-.0532819",".0521247","-1.022202",".3135059",".280426",".1662611","1.68666",".1003173","-.0288399",".0629186","-.4583679",".6494433",".570124",".1478293","3.856639",".0004571",".0169807",".1073343",".1582039",".8751803",".155708",".0955045","1.630373",".1117424"
"76.date","-.1121777",".0867362","-1.29332",".204138",".493888",".1604163","3.07879",".0039633","-.3290601",".1655622","-1.987531",".0545116",".0929129",".1496743",".6207671",".5386635","-.0240581",".0613787","-.3919615",".6973975",".44538",".1567854","2.840699",".0073626","-.0704063",".0621966","-1.131996",".2651202",".7063631",".1295554","5.452207","3.75e-06",".144611",".1203774","1.201314",".2374736",".1950526",".0576606","3.382771",".0017426"
"77.date","-.1987194",".0769808","-2.581416",".0140587",".4652886",".1243237","3.742557",".0006344","-.351757",".1543308","-2.279241",".0286836",".214205",".1313111","1.631278",".1115505",".0636038",".0806806",".7883408",".4356581",".2907088",".1910977","1.521258",".136931","-.0536829",".0702506","-.7641631",".4497499",".6174708",".159243","3.877538",".0004303",".1379316",".1087143","1.268753",".2126717",".2314606",".0630927","3.668579",".0007832"
"78.date","-.1669295",".0710422","-2.349725",".02439",".4114538",".14332","2.870875",".0068155","-.1885589",".1622177","-1.162382",".2527285",".1673355",".1261603","1.326372",".1930699","-.0852699",".0553137","-1.541568",".1319239",".1200064",".1385968",".8658666",".3922973","-.0529111",".0714483","-.7405507",".4637689",".6526987",".1334047","4.89262",".0000209",".1903592",".1283668","1.482932",".1467948",".1441398",".0655167","2.200046",".0343066"
"79.date","-.165853",".0911193","-1.820174",".0770548",".4252945",".149962","2.836014",".0074511","-.3453833",".1001439","-3.44887",".0014515",".1697841",".1075836","1.578159",".1232769",".0464485",".0827526",".561293",".5780754",".0496939",".1474861",".3369397",".7381188","-.0378767",".069645","-.5438536",".5898947",".5336347",".1620628","3.292765",".0022301",".1472707",".110055","1.338155",".1892372",".0940552",".0682277","1.378549",".1765407"
"80.date","-.1352118",".0699628","-1.932624",".0611796",".3629035",".1380759","2.62829",".0125358","-.3109057",".1406592","-2.210347",".0335235",".0400131",".1062547",".3765774",".7086982","-.0870387",".0432464","-2.01262",".0516811",".1156421",".1948326",".593546",".556527","-.0251253",".0594826","-.4223976",".675247",".5378301",".1394591","3.856543",".0004572","-.0284101",".08886","-.3197175",".7510306",".1049916",".0756679","1.387531",".1738095"
"81.date","-.1103419",".0826636","-1.33483",".1903128",".2026528",".1636715","1.238167",".2236679","-.3630698",".138723","-2.617229",".0128808","-.0275877",".1279576","-.2156",".8305165",".0015699",".0795704",".0197293",".9843682",".0399553",".1866237",".2140955",".8316806","-.097747",".0523284","-1.867952",".0699256",".6022429",".1401474","4.297211",".0001255","-.0208667",".1051872","-.1983764",".8438666","-.0085299",".0685437","-.1244448",".9016554"
"82.date","-.0282124",".109617","-.2573722",".798357",".395259",".1381552","2.860978",".0069906","-.1435382",".1415381","-1.014131",".3172879","-.0575158",".1328781","-.4328463",".6677087","-.030503",".0725379","-.4205108",".676612",".182735",".2024019",".9028325",".3726163","-.0350928",".0617018","-.5687487",".573058",".5572352",".1475878","3.775617",".0005771",".0330404",".1153642",".2864012",".7762127",".1639357",".0661124","2.47965",".0179669"
"83.date","-.1596123",".0809827","-1.970942",".0564564",".4559885",".1344155","3.39238",".0016971","-.2004221",".1204614","-1.663787",".1048375","-.0700808",".1279884","-.5475564",".5873756","-.0317942",".062228","-.5109302",".6125192",".2291885",".1685937","1.359414",".1824705","-.0945915",".0509516","-1.856498",".0715813",".3050699",".1498694","2.035572",".0492049","-.1075728",".0996875","-1.079101",".28772",".000239",".0864698",".0027635",".9978103"
"84.date","-.1562753",".0881748","-1.772336",".0848022",".4619055",".1508631","3.061752",".004146","-.1423452",".1553455","-.916314",".3656","-.2027834",".1480042","-1.370119",".1791344","-.0613601",".0669124","-.917022",".3652339",".1099518",".1587409",".6926496",".4929737","-.062157",".0481656","-1.290484",".2051097",".6133775",".1368674","4.481547",".0000724","-.0771676",".1014388","-.7607307",".4517721",".1439359",".0728752","1.975103",".055963"
"85.date","-.1275495",".0887261","-1.437564",".1591938",".6525165",".1769072","3.688467",".0007402","-.0606616",".12783","-.4745494",".6379743",".2077804",".1250662","1.661364",".1053261","-.0622007",".0678128","-.9172414",".3651205",".4035583",".1657035","2.435424",".0199561","-.0629498",".0614846","-1.02383",".3127464",".861824",".1631191","5.283404","6.30e-06",".0034515",".121346",".0284432",".9774657",".3141404",".0759802","4.134504",".0002032"
"86.date","-.1542128",".0720305","-2.140937",".0391228",".4922193",".1313745","3.746688",".0006269","-.1111308",".1287358","-.8632469",".3937167",".1342989",".1063852","1.262384",".2149276",".0100777",".0874703",".1152131",".9089165",".3085182",".1729913","1.783431",".0829491","-.0640045",".0620838","-1.030936",".3094474",".7891277",".1522163","5.184253","8.55e-06",".2463156",".1440634","1.709772",".0959156",".2098825",".0680405","3.084672",".0039021"
"87.date","-.0362357",".0968714","-.3740599",".7105539",".4048993",".1594187","2.539848",".0155498","-.1967566",".1000348","-1.966882",".0569414","-.0302675",".1329435","-.2276721",".8211893","-.0942857",".0591462","-1.594114",".1196537",".2350678",".1470677","1.598364",".1187033","-.0636485",".0605173","-1.051741",".2999273",".6945232",".1437439","4.831671",".0000251",".0682878",".1283076",".5322197",".5978435",".1896207",".0639275","2.966185",".0053273"
"88.date","-.197309",".0774567","-2.547346",".0152705",".4830772",".1839753","2.625771",".0126136","-.0439317",".1214418","-.361751",".7196529",".1597973",".1388804","1.150611",".2574781","-.0956085",".0597445","-1.60029",".1182747",".1559838",".2025846",".7699689",".4463417","-.0933766",".0511559","-1.825334",".0762562",".4627667",".1570461","2.946694",".0056043","-.0654296",".1068587","-.6123004",".5441874",".2180759",".0696843","3.129482",".0034638"
