	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)	(37)	(38)	(39)	(40)	(41)	(42)	(43)	(44)	(45)	(46)	(47)	(48)	(49)	(50)
	OLS	OLS	OLS	OLS	OLS	PROBIT		PROBIT		PROBIT		PROBIT		OLS	OLS	OLS	OLS	OLS	PROBIT		PROBIT		PROBIT		PROBIT		OLS	OLS	OLS	OLS	OLS	PROBIT		PROBIT		PROBIT		PROBIT		OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS
VARIABLES	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr FE	MFX	GEO	MFX	GEO+REL	MFX	GEO+REL+FAC	MFX	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr FE	MFX	GEO	MFX	GEO+REL	MFX	GEO+REL+FAC	MFX	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr FE	MFX	GEO	MFX	GEO+REL	MFX	GEO+REL+FAC	MFX	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr No FE
																																																		
kelurDum	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0287	0.0095	0.2881***	0.1006***	0.2856***	0.0997***	0.2774***	0.0966***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0287	0.0095	0.2881***	0.1006***	0.2856***	0.0997***	0.2774***	0.0966***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0287	0.0095	0.2881***	0.1006***	0.2856***	0.0997***	0.2774***	0.0966***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0739***
idkab_dum58		-0.1578***	-0.2652***	-0.2705***	-0.2779***	1.2139***	.	1.1565***	.	1.2334***	.	1.2045***	.		-0.1578***	-0.2652***	-0.2705***	-0.2779***	1.2139***	.	1.1565***	.	1.2334***	.	1.2045***	.		-0.1578***	-0.2652***	-0.2705***	-0.2779***	1.2139***	.	1.1565***	.	1.2334***	.	1.2045***	.		-0.1578***	-0.2652***	-0.2705***	-0.2779***		-0.1578***	-0.2652***	-0.2705***	-0.2779***	
		(0.007)	(0.027)	(0.026)	(0.025)	(0.006)	(.)	(0.034)	(.)	(0.043)	(.)	(0.041)	(.)		(0.007)	(0.027)	(0.026)	(0.025)	(0.006)	(.)	(0.034)	(.)	(0.043)	(.)	(0.041)	(.)		(0.007)	(0.027)	(0.026)	(0.025)	(0.006)	(.)	(0.034)	(.)	(0.043)	(.)	(0.041)	(.)		(0.007)	(0.027)	(0.026)	(0.025)		(0.007)	(0.027)	(0.026)	(0.025)	
idkab_dum59		-0.1918***	-0.2523***	-0.2526***	-0.2542***	1.1240***	.	1.2008***	.	1.2939***	.	1.2819***	.		-0.1918***	-0.2523***	-0.2526***	-0.2542***	1.1240***	.	1.2008***	.	1.2939***	.	1.2819***	.		-0.1918***	-0.2523***	-0.2526***	-0.2542***	1.1240***	.	1.2008***	.	1.2939***	.	1.2819***	.		-0.1918***	-0.2523***	-0.2526***	-0.2542***		-0.1918***	-0.2523***	-0.2526***	-0.2542***	
		(0.008)	(0.027)	(0.026)	(0.026)	(0.001)	(.)	(0.063)	(.)	(0.063)	(.)	(0.062)	(.)		(0.008)	(0.027)	(0.026)	(0.026)	(0.001)	(.)	(0.063)	(.)	(0.063)	(.)	(0.062)	(.)		(0.008)	(0.027)	(0.026)	(0.026)	(0.001)	(.)	(0.063)	(.)	(0.063)	(.)	(0.062)	(.)		(0.008)	(0.027)	(0.026)	(0.026)		(0.008)	(0.027)	(0.026)	(0.026)	
idkab_dum60		-0.1302***	-0.1701**	-0.1828**	-0.1833**	1.2918***	.	1.4696***	.	1.5205***	.	1.5116***	.		-0.1302***	-0.1701**	-0.1828**	-0.1833**	1.2918***	.	1.4696***	.	1.5205***	.	1.5116***	.		-0.1302***	-0.1701**	-0.1828**	-0.1833**	1.2918***	.	1.4696***	.	1.5205***	.	1.5116***	.		-0.1302***	-0.1701**	-0.1828**	-0.1833**		-0.1302***	-0.1701**	-0.1828**	-0.1833**	
		(0.008)	(0.079)	(0.079)	(0.079)	(0.000)	(.)	(0.207)	(.)	(0.196)	(.)	(0.198)	(.)		(0.008)	(0.079)	(0.079)	(0.079)	(0.000)	(.)	(0.207)	(.)	(0.196)	(.)	(0.198)	(.)		(0.008)	(0.079)	(0.079)	(0.079)	(0.000)	(.)	(0.207)	(.)	(0.196)	(.)	(0.198)	(.)		(0.008)	(0.079)	(0.079)	(0.079)		(0.008)	(0.079)	(0.079)	(0.079)	
idkab_dum61		-0.3445***	-0.3830***	-0.3946***	-0.3980***	0.7354***	.	0.9073***	.	0.9625***	.	0.9437***	.		-0.3445***	-0.3830***	-0.3946***	-0.3980***	0.7354***	.	0.9073***	.	0.9625***	.	0.9437***	.		-0.3445***	-0.3830***	-0.3946***	-0.3980***	0.7354***	.	0.9073***	.	0.9625***	.	0.9437***	.		-0.3445***	-0.3830***	-0.3946***	-0.3980***		-0.3445***	-0.3830***	-0.3946***	-0.3980***	
		(0.008)	(0.020)	(0.019)	(0.020)	(0.001)	(.)	(0.053)	(.)	(0.057)	(.)	(0.058)	(.)		(0.008)	(0.020)	(0.019)	(0.020)	(0.001)	(.)	(0.053)	(.)	(0.057)	(.)	(0.058)	(.)		(0.008)	(0.020)	(0.019)	(0.020)	(0.001)	(.)	(0.053)	(.)	(0.057)	(.)	(0.058)	(.)		(0.008)	(0.020)	(0.019)	(0.020)		(0.008)	(0.020)	(0.019)	(0.020)	
idkab_dum62		-0.2684***	-0.2889***	-0.3075***	-0.3153***	0.9266***	.	1.1706***	.	1.2023***	.	1.1652***	.		-0.2684***	-0.2889***	-0.3075***	-0.3153***	0.9266***	.	1.1706***	.	1.2023***	.	1.1652***	.		-0.2684***	-0.2889***	-0.3075***	-0.3153***	0.9266***	.	1.1706***	.	1.2023***	.	1.1652***	.		-0.2684***	-0.2889***	-0.3075***	-0.3153***		-0.2684***	-0.2889***	-0.3075***	-0.3153***	
		(0.008)	(0.020)	(0.020)	(0.020)	(0.000)	(.)	(0.049)	(.)	(0.047)	(.)	(0.049)	(.)		(0.008)	(0.020)	(0.020)	(0.020)	(0.000)	(.)	(0.049)	(.)	(0.047)	(.)	(0.049)	(.)		(0.008)	(0.020)	(0.020)	(0.020)	(0.000)	(.)	(0.049)	(.)	(0.047)	(.)	(0.049)	(.)		(0.008)	(0.020)	(0.020)	(0.020)		(0.008)	(0.020)	(0.020)	(0.020)	
idkab_dum63		-0.4987***	-0.5139***	-0.5199***	-0.5188***	0.3252***	.	0.5497***	.	0.6309***	.	0.6347***	.		-0.4987***	-0.5139***	-0.5199***	-0.5188***	0.3252***	.	0.5497***	.	0.6309***	.	0.6347***	.		-0.4987***	-0.5139***	-0.5199***	-0.5188***	0.3252***	.	0.5497***	.	0.6309***	.	0.6347***	.		-0.4987***	-0.5139***	-0.5199***	-0.5188***		-0.4987***	-0.5139***	-0.5199***	-0.5188***	
		(0.000)	(0.008)	(0.008)	(0.008)	(0.037)	(.)	(0.085)	(.)	(0.083)	(.)	(0.085)	(.)		(0.000)	(0.008)	(0.008)	(0.008)	(0.037)	(.)	(0.085)	(.)	(0.083)	(.)	(0.085)	(.)		(0.000)	(0.008)	(0.008)	(0.008)	(0.037)	(.)	(0.085)	(.)	(0.083)	(.)	(0.085)	(.)		(0.000)	(0.008)	(0.008)	(0.008)		(0.000)	(0.008)	(0.008)	(0.008)	
idkab_dum64		-0.5716***	-0.6290***	-0.6346***	-0.6321***	0.1160***	.	0.1926***	.	0.2655***	.	0.2698***	.		-0.5716***	-0.6290***	-0.6346***	-0.6321***	0.1160***	.	0.1926***	.	0.2655***	.	0.2698***	.		-0.5716***	-0.6290***	-0.6346***	-0.6321***	0.1160***	.	0.1926***	.	0.2655***	.	0.2698***	.		-0.5716***	-0.6290***	-0.6346***	-0.6321***		-0.5716***	-0.6290***	-0.6346***	-0.6321***	
		(0.007)	(0.023)	(0.024)	(0.025)	(0.004)	(.)	(0.063)	(.)	(0.062)	(.)	(0.064)	(.)		(0.007)	(0.023)	(0.024)	(0.025)	(0.004)	(.)	(0.063)	(.)	(0.062)	(.)	(0.064)	(.)		(0.007)	(0.023)	(0.024)	(0.025)	(0.004)	(.)	(0.063)	(.)	(0.062)	(.)	(0.064)	(.)		(0.007)	(0.023)	(0.024)	(0.025)		(0.007)	(0.023)	(0.024)	(0.025)	
idkab_dum65		-0.4939***	-0.5589***	-0.5533***	-0.5524***	0.3452***	.	0.3945***	.	0.5055***	.	0.5063***	.		-0.4939***	-0.5589***	-0.5533***	-0.5524***	0.3452***	.	0.3945***	.	0.5055***	.	0.5063***	.		-0.4939***	-0.5589***	-0.5533***	-0.5524***	0.3452***	.	0.3945***	.	0.5055***	.	0.5063***	.		-0.4939***	-0.5589***	-0.5533***	-0.5524***		-0.4939***	-0.5589***	-0.5533***	-0.5524***	
		(0.008)	(0.022)	(0.021)	(0.022)	(0.003)	(.)	(0.054)	(.)	(0.055)	(.)	(0.056)	(.)		(0.008)	(0.022)	(0.021)	(0.022)	(0.003)	(.)	(0.054)	(.)	(0.055)	(.)	(0.056)	(.)		(0.008)	(0.022)	(0.021)	(0.022)	(0.003)	(.)	(0.054)	(.)	(0.055)	(.)	(0.056)	(.)		(0.008)	(0.022)	(0.021)	(0.022)		(0.008)	(0.022)	(0.021)	(0.022)	
idkab_dum66		-0.6577***	-0.7083***	-0.7052***	-0.7012***	-0.1903***	.	-0.0664	.	0.0339	.	0.0473	.		-0.6577***	-0.7083***	-0.7052***	-0.7012***	-0.1903***	.	-0.0664	.	0.0339	.	0.0473	.		-0.6577***	-0.7083***	-0.7052***	-0.7012***	-0.1903***	.	-0.0664	.	0.0339	.	0.0473	.		-0.6577***	-0.7083***	-0.7052***	-0.7012***		-0.6577***	-0.7083***	-0.7052***	-0.7012***	
		(0.007)	(0.021)	(0.020)	(0.022)	(0.005)	(.)	(0.052)	(.)	(0.056)	(.)	(0.058)	(.)		(0.007)	(0.021)	(0.020)	(0.022)	(0.005)	(.)	(0.052)	(.)	(0.056)	(.)	(0.058)	(.)		(0.007)	(0.021)	(0.020)	(0.022)	(0.005)	(.)	(0.052)	(.)	(0.056)	(.)	(0.058)	(.)		(0.007)	(0.021)	(0.020)	(0.022)		(0.007)	(0.021)	(0.020)	(0.022)	
idkab_dum67		-0.6283***	-0.6600***	-0.6599***	-0.6545***	-0.0758***	.	0.1035**	.	0.1931***	.	0.2111***	.		-0.6283***	-0.6600***	-0.6599***	-0.6545***	-0.0758***	.	0.1035**	.	0.1931***	.	0.2111***	.		-0.6283***	-0.6600***	-0.6599***	-0.6545***	-0.0758***	.	0.1035**	.	0.1931***	.	0.2111***	.		-0.6283***	-0.6600***	-0.6599***	-0.6545***		-0.6283***	-0.6600***	-0.6599***	-0.6545***	
		(0.007)	(0.022)	(0.022)	(0.023)	(0.004)	(.)	(0.052)	(.)	(0.049)	(.)	(0.051)	(.)		(0.007)	(0.022)	(0.022)	(0.023)	(0.004)	(.)	(0.052)	(.)	(0.049)	(.)	(0.051)	(.)		(0.007)	(0.022)	(0.022)	(0.023)	(0.004)	(.)	(0.052)	(.)	(0.049)	(.)	(0.051)	(.)		(0.007)	(0.022)	(0.022)	(0.023)		(0.007)	(0.022)	(0.022)	(0.023)	
idkab_dum68		-0.5525***	-0.6434***	-0.6382***	-0.6298***	0.1752***	.	0.1398***	.	0.2470***	.	0.2736***	.		-0.5525***	-0.6434***	-0.6382***	-0.6298***	0.1752***	.	0.1398***	.	0.2470***	.	0.2736***	.		-0.5525***	-0.6434***	-0.6382***	-0.6298***	0.1752***	.	0.1398***	.	0.2470***	.	0.2736***	.		-0.5525***	-0.6434***	-0.6382***	-0.6298***		-0.5525***	-0.6434***	-0.6382***	-0.6298***	
		(0.007)	(0.028)	(0.027)	(0.028)	(0.003)	(.)	(0.046)	(.)	(0.044)	(.)	(0.047)	(.)		(0.007)	(0.028)	(0.027)	(0.028)	(0.003)	(.)	(0.046)	(.)	(0.044)	(.)	(0.047)	(.)		(0.007)	(0.028)	(0.027)	(0.028)	(0.003)	(.)	(0.046)	(.)	(0.044)	(.)	(0.047)	(.)		(0.007)	(0.028)	(0.027)	(0.028)		(0.007)	(0.028)	(0.027)	(0.028)	
idkab_dum69		0.0312***	-0.0371	-0.0102	-0.0105	1.8375***	.	1.9125***	.	2.0791***	.	2.0741***	.		0.0312***	-0.0371	-0.0102	-0.0105	1.8375***	.	1.9125***	.	2.0791***	.	2.0741***	.		0.0312***	-0.0371	-0.0102	-0.0105	1.8375***	.	1.9125***	.	2.0791***	.	2.0741***	.		0.0312***	-0.0371	-0.0102	-0.0105		0.0312***	-0.0371	-0.0102	-0.0105	
		(0.006)	(0.083)	(0.078)	(0.078)	(0.007)	(.)	(0.219)	(.)	(0.198)	(.)	(0.199)	(.)		(0.006)	(0.083)	(0.078)	(0.078)	(0.007)	(.)	(0.219)	(.)	(0.198)	(.)	(0.199)	(.)		(0.006)	(0.083)	(0.078)	(0.078)	(0.007)	(.)	(0.219)	(.)	(0.198)	(.)	(0.199)	(.)		(0.006)	(0.083)	(0.078)	(0.078)		(0.006)	(0.083)	(0.078)	(0.078)	
idkab_dum70		-0.2811***	-0.3184***	-0.3150***	-0.3135***	0.8937***	.	1.0643***	.	1.1683***	.	1.1699***	.		-0.2811***	-0.3184***	-0.3150***	-0.3135***	0.8937***	.	1.0643***	.	1.1683***	.	1.1699***	.		-0.2811***	-0.3184***	-0.3150***	-0.3135***	0.8937***	.	1.0643***	.	1.1683***	.	1.1699***	.		-0.2811***	-0.3184***	-0.3150***	-0.3135***		-0.2811***	-0.3184***	-0.3150***	-0.3135***	
		(0.007)	(0.021)	(0.021)	(0.022)	(0.003)	(.)	(0.056)	(.)	(0.056)	(.)	(0.057)	(.)		(0.007)	(0.021)	(0.021)	(0.022)	(0.003)	(.)	(0.056)	(.)	(0.056)	(.)	(0.057)	(.)		(0.007)	(0.021)	(0.021)	(0.022)	(0.003)	(.)	(0.056)	(.)	(0.056)	(.)	(0.057)	(.)		(0.007)	(0.021)	(0.021)	(0.022)		(0.007)	(0.021)	(0.021)	(0.022)	
idkab_dum71		-0.1798***	-0.2469***	-0.2389***	-0.2375***	1.1551***	.	1.2057***	.	1.3266***	.	1.3275***	.		-0.1798***	-0.2469***	-0.2389***	-0.2375***	1.1551***	.	1.2057***	.	1.3266***	.	1.3275***	.		-0.1798***	-0.2469***	-0.2389***	-0.2375***	1.1551***	.	1.2057***	.	1.3266***	.	1.3275***	.		-0.1798***	-0.2469***	-0.2389***	-0.2375***		-0.1798***	-0.2469***	-0.2389***	-0.2375***	
		(0.007)	(0.020)	(0.020)	(0.021)	(0.002)	(.)	(0.051)	(.)	(0.056)	(.)	(0.056)	(.)		(0.007)	(0.020)	(0.020)	(0.021)	(0.002)	(.)	(0.051)	(.)	(0.056)	(.)	(0.056)	(.)		(0.007)	(0.020)	(0.020)	(0.021)	(0.002)	(.)	(0.051)	(.)	(0.056)	(.)	(0.056)	(.)		(0.007)	(0.020)	(0.020)	(0.021)		(0.007)	(0.020)	(0.020)	(0.021)	
idkab_dum72		-0.0852***	-0.1358***	-0.1198***	-0.1182***	1.4231***	.	1.5407***	.	1.6821***	.	1.6832***	.		-0.0852***	-0.1358***	-0.1198***	-0.1182***	1.4231***	.	1.5407***	.	1.6821***	.	1.6832***	.		-0.0852***	-0.1358***	-0.1198***	-0.1182***	1.4231***	.	1.5407***	.	1.6821***	.	1.6832***	.		-0.0852***	-0.1358***	-0.1198***	-0.1182***		-0.0852***	-0.1358***	-0.1198***	-0.1182***	
		(0.008)	(0.022)	(0.022)	(0.023)	(0.002)	(.)	(0.063)	(.)	(0.072)	(.)	(0.073)	(.)		(0.008)	(0.022)	(0.022)	(0.023)	(0.002)	(.)	(0.063)	(.)	(0.072)	(.)	(0.073)	(.)		(0.008)	(0.022)	(0.022)	(0.023)	(0.002)	(.)	(0.063)	(.)	(0.072)	(.)	(0.073)	(.)		(0.008)	(0.022)	(0.022)	(0.023)		(0.008)	(0.022)	(0.022)	(0.023)	
idkab_dum73		-0.0600***	-0.1179***	-0.0897***	-0.0885***	1.5023***	.	1.5892***	.	1.7795***	.	1.7786***	.		-0.0600***	-0.1179***	-0.0897***	-0.0885***	1.5023***	.	1.5892***	.	1.7795***	.	1.7786***	.		-0.0600***	-0.1179***	-0.0897***	-0.0885***	1.5023***	.	1.5892***	.	1.7795***	.	1.7786***	.		-0.0600***	-0.1179***	-0.0897***	-0.0885***		-0.0600***	-0.1179***	-0.0897***	-0.0885***	
		(0.007)	(0.023)	(0.022)	(0.023)	(0.002)	(.)	(0.050)	(.)	(0.069)	(.)	(0.068)	(.)		(0.007)	(0.023)	(0.022)	(0.023)	(0.002)	(.)	(0.050)	(.)	(0.069)	(.)	(0.068)	(.)		(0.007)	(0.023)	(0.022)	(0.023)	(0.002)	(.)	(0.050)	(.)	(0.069)	(.)	(0.068)	(.)		(0.007)	(0.023)	(0.022)	(0.023)		(0.007)	(0.023)	(0.022)	(0.023)	
idkab_dum74		-0.6144***	-0.6591***	-0.6470***	-0.6424***	-0.0262***	.	0.1045*	.	0.2376***	.	0.2484***	.		-0.6144***	-0.6591***	-0.6470***	-0.6424***	-0.0262***	.	0.1045*	.	0.2376***	.	0.2484***	.		-0.6144***	-0.6591***	-0.6470***	-0.6424***	-0.0262***	.	0.1045*	.	0.2376***	.	0.2484***	.		-0.6144***	-0.6591***	-0.6470***	-0.6424***		-0.6144***	-0.6591***	-0.6470***	-0.6424***	
		(0.008)	(0.024)	(0.023)	(0.024)	(0.002)	(.)	(0.056)	(.)	(0.058)	(.)	(0.059)	(.)		(0.008)	(0.024)	(0.023)	(0.024)	(0.002)	(.)	(0.056)	(.)	(0.058)	(.)	(0.059)	(.)		(0.008)	(0.024)	(0.023)	(0.024)	(0.002)	(.)	(0.056)	(.)	(0.058)	(.)	(0.059)	(.)		(0.008)	(0.024)	(0.023)	(0.024)		(0.008)	(0.024)	(0.023)	(0.024)	
idkab_dum75		0.0828***	0.0785***	0.0529***	0.0555***	2.0923***	.	2.4139***	.	2.4272***	.	2.4332***	.		0.0828***	0.0785***	0.0529***	0.0555***	2.0923***	.	2.4139***	.	2.4272***	.	2.4332***	.		0.0828***	0.0785***	0.0529***	0.0555***	2.0923***	.	2.4139***	.	2.4272***	.	2.4332***	.		0.0828***	0.0785***	0.0529***	0.0555***		0.0828***	0.0785***	0.0529***	0.0555***	
		(0.007)	(0.019)	(0.019)	(0.020)	(0.002)	(.)	(0.055)	(.)	(0.051)	(.)	(0.052)	(.)		(0.007)	(0.019)	(0.019)	(0.020)	(0.002)	(.)	(0.055)	(.)	(0.051)	(.)	(0.052)	(.)		(0.007)	(0.019)	(0.019)	(0.020)	(0.002)	(.)	(0.055)	(.)	(0.051)	(.)	(0.052)	(.)		(0.007)	(0.019)	(0.019)	(0.020)		(0.007)	(0.019)	(0.019)	(0.020)	
idkab_dum76		0.1082***	0.1016***	0.0708***	0.0727***	2.2598***	.	2.5489***	.	2.5404***	.	2.5401***	.		0.1082***	0.1016***	0.0708***	0.0727***	2.2598***	.	2.5489***	.	2.5404***	.	2.5401***	.		0.1082***	0.1016***	0.0708***	0.0727***	2.2598***	.	2.5489***	.	2.5404***	.	2.5401***	.		0.1082***	0.1016***	0.0708***	0.0727***		0.1082***	0.1016***	0.0708***	0.0727***	
		(0.006)	(0.020)	(0.021)	(0.021)	(0.008)	(.)	(0.052)	(.)	(0.049)	(.)	(0.050)	(.)		(0.006)	(0.020)	(0.021)	(0.021)	(0.008)	(.)	(0.052)	(.)	(0.049)	(.)	(0.050)	(.)		(0.006)	(0.020)	(0.021)	(0.021)	(0.008)	(.)	(0.052)	(.)	(0.049)	(.)	(0.050)	(.)		(0.006)	(0.020)	(0.021)	(0.021)		(0.006)	(0.020)	(0.021)	(0.021)	
idkab_dum77		-0.1468***	-0.1592***	-0.1936***	-0.1914***	1.2452***	.	1.5330***	.	1.5138***	.	1.5175***	.		-0.1468***	-0.1592***	-0.1936***	-0.1914***	1.2452***	.	1.5330***	.	1.5138***	.	1.5175***	.		-0.1468***	-0.1592***	-0.1936***	-0.1914***	1.2452***	.	1.5330***	.	1.5138***	.	1.5175***	.		-0.1468***	-0.1592***	-0.1936***	-0.1914***		-0.1468***	-0.1592***	-0.1936***	-0.1914***	
		(0.008)	(0.025)	(0.027)	(0.027)	(0.001)	(.)	(0.053)	(.)	(0.048)	(.)	(0.050)	(.)		(0.008)	(0.025)	(0.027)	(0.027)	(0.001)	(.)	(0.053)	(.)	(0.048)	(.)	(0.050)	(.)		(0.008)	(0.025)	(0.027)	(0.027)	(0.001)	(.)	(0.053)	(.)	(0.048)	(.)	(0.050)	(.)		(0.008)	(0.025)	(0.027)	(0.027)		(0.008)	(0.025)	(0.027)	(0.027)	
idkab_dum78		0.0925***	0.1384***	0.0970***	0.1009***	2.1503***	.	2.6987***	.	2.6619***	.	2.6732***	.		0.0925***	0.1384***	0.0970***	0.1009***	2.1503***	.	2.6987***	.	2.6619***	.	2.6732***	.		0.0925***	0.1384***	0.0970***	0.1009***	2.1503***	.	2.6987***	.	2.6619***	.	2.6732***	.		0.0925***	0.1384***	0.0970***	0.1009***		0.0925***	0.1384***	0.0970***	0.1009***	
		(0.008)	(0.016)	(0.018)	(0.019)	(0.000)	(.)	(0.061)	(.)	(0.063)	(.)	(0.064)	(.)		(0.008)	(0.016)	(0.018)	(0.019)	(0.000)	(.)	(0.061)	(.)	(0.063)	(.)	(0.064)	(.)		(0.008)	(0.016)	(0.018)	(0.019)	(0.000)	(.)	(0.061)	(.)	(0.063)	(.)	(0.064)	(.)		(0.008)	(0.016)	(0.018)	(0.019)		(0.008)	(0.016)	(0.018)	(0.019)	
idkab_dum79		-0.7516***	-0.7088***	-0.7249***	-0.7404***	-0.6869***	.	-0.1685	.	-0.1204	.	-0.1947	.		-0.7516***	-0.7088***	-0.7249***	-0.7404***	-0.6869***	.	-0.1685	.	-0.1204	.	-0.1947	.		-0.7516***	-0.7088***	-0.7249***	-0.7404***	-0.6869***	.	-0.1685	.	-0.1204	.	-0.1947	.		-0.7516***	-0.7088***	-0.7249***	-0.7404***		-0.7516***	-0.7088***	-0.7249***	-0.7404***	
		(0.004)	(0.010)	(0.012)	(0.016)	(0.016)	(.)	(0.113)	(.)	(0.106)	(.)	(0.123)	(.)		(0.004)	(0.010)	(0.012)	(0.016)	(0.016)	(.)	(0.113)	(.)	(0.106)	(.)	(0.123)	(.)		(0.004)	(0.010)	(0.012)	(0.016)	(0.016)	(.)	(0.113)	(.)	(0.106)	(.)	(0.123)	(.)		(0.004)	(0.010)	(0.012)	(0.016)		(0.004)	(0.010)	(0.012)	(0.016)	
idkab_dum80		-0.8057***	-0.8039***	-0.8159***	-0.8229***	-1.3986***	.	-1.0953***	.	-1.0386***	.	-1.0736***	.		-0.8057***	-0.8039***	-0.8159***	-0.8229***	-1.3986***	.	-1.0953***	.	-1.0386***	.	-1.0736***	.		-0.8057***	-0.8039***	-0.8159***	-0.8229***	-1.3986***	.	-1.0953***	.	-1.0386***	.	-1.0736***	.		-0.8057***	-0.8039***	-0.8159***	-0.8229***		-0.8057***	-0.8039***	-0.8159***	-0.8229***	
		(0.007)	(0.015)	(0.017)	(0.017)	(0.005)	(.)	(0.052)	(.)	(0.048)	(.)	(0.053)	(.)		(0.007)	(0.015)	(0.017)	(0.017)	(0.005)	(.)	(0.052)	(.)	(0.048)	(.)	(0.053)	(.)		(0.007)	(0.015)	(0.017)	(0.017)	(0.005)	(.)	(0.052)	(.)	(0.048)	(.)	(0.053)	(.)		(0.007)	(0.015)	(0.017)	(0.017)		(0.007)	(0.015)	(0.017)	(0.017)	
idkab_dum81		-0.8024***	-0.8073***	-0.8184***	-0.8245***	-1.3173***	.	-1.0165***	.	-0.9592***	.	-0.9918***	.		-0.8024***	-0.8073***	-0.8184***	-0.8245***	-1.3173***	.	-1.0165***	.	-0.9592***	.	-0.9918***	.		-0.8024***	-0.8073***	-0.8184***	-0.8245***	-1.3173***	.	-1.0165***	.	-0.9592***	.	-0.9918***	.		-0.8024***	-0.8073***	-0.8184***	-0.8245***		-0.8024***	-0.8073***	-0.8184***	-0.8245***	
		(0.007)	(0.015)	(0.016)	(0.016)	(0.003)	(.)	(0.051)	(.)	(0.046)	(.)	(0.054)	(.)		(0.007)	(0.015)	(0.016)	(0.016)	(0.003)	(.)	(0.051)	(.)	(0.046)	(.)	(0.054)	(.)		(0.007)	(0.015)	(0.016)	(0.016)	(0.003)	(.)	(0.051)	(.)	(0.046)	(.)	(0.054)	(.)		(0.007)	(0.015)	(0.016)	(0.016)		(0.007)	(0.015)	(0.016)	(0.016)	
idkab_dum82		-0.8042***	-0.7692***	-0.7812***	-0.7907***	-1.3627***	.	-0.8774***	.	-0.8192***	.	-0.8613***	.		-0.8042***	-0.7692***	-0.7812***	-0.7907***	-1.3627***	.	-0.8774***	.	-0.8192***	.	-0.8613***	.		-0.8042***	-0.7692***	-0.7812***	-0.7907***	-1.3627***	.	-0.8774***	.	-0.8192***	.	-0.8613***	.		-0.8042***	-0.7692***	-0.7812***	-0.7907***		-0.8042***	-0.7692***	-0.7812***	-0.7907***	
		(0.007)	(0.014)	(0.015)	(0.015)	(0.003)	(.)	(0.061)	(.)	(0.057)	(.)	(0.065)	(.)		(0.007)	(0.014)	(0.015)	(0.015)	(0.003)	(.)	(0.061)	(.)	(0.057)	(.)	(0.065)	(.)		(0.007)	(0.014)	(0.015)	(0.015)	(0.003)	(.)	(0.061)	(.)	(0.057)	(.)	(0.065)	(.)		(0.007)	(0.014)	(0.015)	(0.015)		(0.007)	(0.014)	(0.015)	(0.015)	
idkab_dum83		-0.8201***	-0.7812***	-0.7936***	-0.8078***										-0.8201***	-0.7812***	-0.7936***	-0.8078***										-0.8201***	-0.7812***	-0.7936***	-0.8078***										-0.8201***	-0.7812***	-0.7936***	-0.8078***		-0.8201***	-0.7812***	-0.7936***	-0.8078***	
		(0.006)	(0.013)	(0.014)	(0.015)										(0.006)	(0.013)	(0.014)	(0.015)										(0.006)	(0.013)	(0.014)	(0.015)										(0.006)	(0.013)	(0.014)	(0.015)		(0.006)	(0.013)	(0.014)	(0.015)	
idkab_dum84		-0.8013***	-0.7997***	-0.8094***	-0.8264***	-1.2952***	.	-0.9410***	.	-0.8789***	.	-0.9489***	.		-0.8013***	-0.7997***	-0.8094***	-0.8264***	-1.2952***	.	-0.9410***	.	-0.8789***	.	-0.9489***	.		-0.8013***	-0.7997***	-0.8094***	-0.8264***	-1.2952***	.	-0.9410***	.	-0.8789***	.	-0.9489***	.		-0.8013***	-0.7997***	-0.8094***	-0.8264***		-0.8013***	-0.7997***	-0.8094***	-0.8264***	
		(0.007)	(0.017)	(0.018)	(0.019)	(0.002)	(.)	(0.054)	(.)	(0.049)	(.)	(0.062)	(.)		(0.007)	(0.017)	(0.018)	(0.019)	(0.002)	(.)	(0.054)	(.)	(0.049)	(.)	(0.062)	(.)		(0.007)	(0.017)	(0.018)	(0.019)	(0.002)	(.)	(0.054)	(.)	(0.049)	(.)	(0.062)	(.)		(0.007)	(0.017)	(0.018)	(0.019)		(0.007)	(0.017)	(0.018)	(0.019)	
