	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)	(37)	(38)	(39)	(40)	(41)	(42)	(43)	(44)	(45)	(46)	(47)	(48)	(49)	(50)
	OLS	OLS	OLS	OLS	OLS	PROBIT		PROBIT		PROBIT		PROBIT		OLS	OLS	OLS	OLS	OLS	PROBIT		PROBIT		PROBIT		PROBIT		OLS	OLS	OLS	OLS	OLS	PROBIT		PROBIT		PROBIT		PROBIT		OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS
VARIABLES	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr FE	MFX	GEO	MFX	GEO+REL	MFX	GEO+REL+FAC	MFX	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr FE	MFX	GEO	MFX	GEO+REL	MFX	GEO+REL+FAC	MFX	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr FE	MFX	GEO	MFX	GEO+REL	MFX	GEO+REL+FAC	MFX	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr No FE
																																																		
kelurDum	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0287	0.0095	0.2881***	0.1006***	0.2856***	0.0997***	0.2774***	0.0966***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0287	0.0095	0.2881***	0.1006***	0.2856***	0.0997***	0.2774***	0.0966***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0287	0.0095	0.2881***	0.1006***	0.2856***	0.0997***	0.2774***	0.0966***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0739***
idkab_dum166		-0.3063***	-0.3937***	-0.4402***	-0.4445***	0.8312***	.	0.8262***	.	0.7669***	.	0.7474***	.		-0.3063***	-0.3937***	-0.4402***	-0.4445***	0.8312***	.	0.8262***	.	0.7669***	.	0.7474***	.		-0.3063***	-0.3937***	-0.4402***	-0.4445***	0.8312***	.	0.8262***	.	0.7669***	.	0.7474***	.		-0.3063***	-0.3937***	-0.4402***	-0.4445***		-0.3063***	-0.3937***	-0.4402***	-0.4445***	
		(0.008)	(0.019)	(0.021)	(0.021)	(0.001)	(.)	(0.024)	(.)	(0.029)	(.)	(0.030)	(.)		(0.008)	(0.019)	(0.021)	(0.021)	(0.001)	(.)	(0.024)	(.)	(0.029)	(.)	(0.030)	(.)		(0.008)	(0.019)	(0.021)	(0.021)	(0.001)	(.)	(0.024)	(.)	(0.029)	(.)	(0.030)	(.)		(0.008)	(0.019)	(0.021)	(0.021)		(0.008)	(0.019)	(0.021)	(0.021)	
idkab_dum167		-0.2992***	-0.3793***	-0.4087***	-0.4170***	0.8481***	.	0.8445***	.	0.8400***	.	0.8017***	.		-0.2992***	-0.3793***	-0.4087***	-0.4170***	0.8481***	.	0.8445***	.	0.8400***	.	0.8017***	.		-0.2992***	-0.3793***	-0.4087***	-0.4170***	0.8481***	.	0.8445***	.	0.8400***	.	0.8017***	.		-0.2992***	-0.3793***	-0.4087***	-0.4170***		-0.2992***	-0.3793***	-0.4087***	-0.4170***	
		(0.007)	(0.021)	(0.022)	(0.022)	(0.003)	(.)	(0.057)	(.)	(0.055)	(.)	(0.056)	(.)		(0.007)	(0.021)	(0.022)	(0.022)	(0.003)	(.)	(0.057)	(.)	(0.055)	(.)	(0.056)	(.)		(0.007)	(0.021)	(0.022)	(0.022)	(0.003)	(.)	(0.057)	(.)	(0.055)	(.)	(0.056)	(.)		(0.007)	(0.021)	(0.022)	(0.022)		(0.007)	(0.021)	(0.022)	(0.022)	
idkab_dum168		-0.5770***	-0.6595***	-0.7046***	-0.7087***	0.0998***	.	0.0988***	.	0.0392*	.	0.0198	.		-0.5770***	-0.6595***	-0.7046***	-0.7087***	0.0998***	.	0.0988***	.	0.0392*	.	0.0198	.		-0.5770***	-0.6595***	-0.7046***	-0.7087***	0.0998***	.	0.0988***	.	0.0392*	.	0.0198	.		-0.5770***	-0.6595***	-0.7046***	-0.7087***		-0.5770***	-0.6595***	-0.7046***	-0.7087***	
		(0.008)	(0.021)	(0.023)	(0.023)	(0.001)	(.)	(0.019)	(.)	(0.024)	(.)	(0.027)	(.)		(0.008)	(0.021)	(0.023)	(0.023)	(0.001)	(.)	(0.019)	(.)	(0.024)	(.)	(0.027)	(.)		(0.008)	(0.021)	(0.023)	(0.023)	(0.001)	(.)	(0.019)	(.)	(0.024)	(.)	(0.027)	(.)		(0.008)	(0.021)	(0.023)	(0.023)		(0.008)	(0.021)	(0.023)	(0.023)	
idkab_dum169		-0.6566***	-0.6849***	-0.7132***	-0.7174***	-0.1853***	.	0.0171	.	0.0170	.	-0.0054	.		-0.6566***	-0.6849***	-0.7132***	-0.7174***	-0.1853***	.	0.0171	.	0.0170	.	-0.0054	.		-0.6566***	-0.6849***	-0.7132***	-0.7174***	-0.1853***	.	0.0171	.	0.0170	.	-0.0054	.		-0.6566***	-0.6849***	-0.7132***	-0.7174***		-0.6566***	-0.6849***	-0.7132***	-0.7174***	
		(0.008)	(0.019)	(0.020)	(0.020)	(0.001)	(.)	(0.049)	(.)	(0.045)	(.)	(0.046)	(.)		(0.008)	(0.019)	(0.020)	(0.020)	(0.001)	(.)	(0.049)	(.)	(0.045)	(.)	(0.046)	(.)		(0.008)	(0.019)	(0.020)	(0.020)	(0.001)	(.)	(0.049)	(.)	(0.045)	(.)	(0.046)	(.)		(0.008)	(0.019)	(0.020)	(0.020)		(0.008)	(0.019)	(0.020)	(0.020)	
idkab_dum170		-0.5755***	-0.6134***	-0.6394***	-0.6403***	0.1039***	.	0.2615***	.	0.2684***	.	0.2588***	.		-0.5755***	-0.6134***	-0.6394***	-0.6403***	0.1039***	.	0.2615***	.	0.2684***	.	0.2588***	.		-0.5755***	-0.6134***	-0.6394***	-0.6403***	0.1039***	.	0.2615***	.	0.2684***	.	0.2588***	.		-0.5755***	-0.6134***	-0.6394***	-0.6403***		-0.5755***	-0.6134***	-0.6394***	-0.6403***	
		(0.008)	(0.021)	(0.023)	(0.023)	(0.002)	(.)	(0.043)	(.)	(0.037)	(.)	(0.038)	(.)		(0.008)	(0.021)	(0.023)	(0.023)	(0.002)	(.)	(0.043)	(.)	(0.037)	(.)	(0.038)	(.)		(0.008)	(0.021)	(0.023)	(0.023)	(0.002)	(.)	(0.043)	(.)	(0.037)	(.)	(0.038)	(.)		(0.008)	(0.021)	(0.023)	(0.023)		(0.008)	(0.021)	(0.023)	(0.023)	
idkab_dum171		-0.6196***	-0.7106***	-0.7465***	-0.7512***	-0.0441***	.	-0.0869**	.	-0.1158***	.	-0.1419***	.		-0.6196***	-0.7106***	-0.7465***	-0.7512***	-0.0441***	.	-0.0869**	.	-0.1158***	.	-0.1419***	.		-0.6196***	-0.7106***	-0.7465***	-0.7512***	-0.0441***	.	-0.0869**	.	-0.1158***	.	-0.1419***	.		-0.6196***	-0.7106***	-0.7465***	-0.7512***		-0.6196***	-0.7106***	-0.7465***	-0.7512***	
		(0.008)	(0.020)	(0.021)	(0.022)	(0.000)	(.)	(0.039)	(.)	(0.040)	(.)	(0.041)	(.)		(0.008)	(0.020)	(0.021)	(0.022)	(0.000)	(.)	(0.039)	(.)	(0.040)	(.)	(0.041)	(.)		(0.008)	(0.020)	(0.021)	(0.022)	(0.000)	(.)	(0.039)	(.)	(0.040)	(.)	(0.041)	(.)		(0.008)	(0.020)	(0.021)	(0.022)		(0.008)	(0.020)	(0.021)	(0.022)	
idkab_dum172		-0.5328***	-0.5675***	-0.5923***	-0.5972***	0.2348***	.	0.4089***	.	0.4208***	.	0.3942***	.		-0.5328***	-0.5675***	-0.5923***	-0.5972***	0.2348***	.	0.4089***	.	0.4208***	.	0.3942***	.		-0.5328***	-0.5675***	-0.5923***	-0.5972***	0.2348***	.	0.4089***	.	0.4208***	.	0.3942***	.		-0.5328***	-0.5675***	-0.5923***	-0.5972***		-0.5328***	-0.5675***	-0.5923***	-0.5972***	
		(0.008)	(0.019)	(0.021)	(0.021)	(0.000)	(.)	(0.047)	(.)	(0.041)	(.)	(0.044)	(.)		(0.008)	(0.019)	(0.021)	(0.021)	(0.000)	(.)	(0.047)	(.)	(0.041)	(.)	(0.044)	(.)		(0.008)	(0.019)	(0.021)	(0.021)	(0.000)	(.)	(0.047)	(.)	(0.041)	(.)	(0.044)	(.)		(0.008)	(0.019)	(0.021)	(0.021)		(0.008)	(0.019)	(0.021)	(0.021)	
idkab_dum173		-0.5946***	-0.6259***	-0.6515***	-0.6526***	0.0420***	.	0.2303***	.	0.2406***	.	0.2298***	.		-0.5946***	-0.6259***	-0.6515***	-0.6526***	0.0420***	.	0.2303***	.	0.2406***	.	0.2298***	.		-0.5946***	-0.6259***	-0.6515***	-0.6526***	0.0420***	.	0.2303***	.	0.2406***	.	0.2298***	.		-0.5946***	-0.6259***	-0.6515***	-0.6526***		-0.5946***	-0.6259***	-0.6515***	-0.6526***	
		(0.008)	(0.019)	(0.020)	(0.020)	(0.001)	(.)	(0.046)	(.)	(0.041)	(.)	(0.042)	(.)		(0.008)	(0.019)	(0.020)	(0.020)	(0.001)	(.)	(0.046)	(.)	(0.041)	(.)	(0.042)	(.)		(0.008)	(0.019)	(0.020)	(0.020)	(0.001)	(.)	(0.046)	(.)	(0.041)	(.)	(0.042)	(.)		(0.008)	(0.019)	(0.020)	(0.020)		(0.008)	(0.019)	(0.020)	(0.020)	
idkab_dum174		-0.6366***	-0.6884***	-0.7189***	-0.7192***	-0.1065***	.	-0.0038	.	-0.0146	.	-0.0228	.		-0.6366***	-0.6884***	-0.7189***	-0.7192***	-0.1065***	.	-0.0038	.	-0.0146	.	-0.0228	.		-0.6366***	-0.6884***	-0.7189***	-0.7192***	-0.1065***	.	-0.0038	.	-0.0146	.	-0.0228	.		-0.6366***	-0.6884***	-0.7189***	-0.7192***		-0.6366***	-0.6884***	-0.7189***	-0.7192***	
		(0.008)	(0.020)	(0.022)	(0.022)	(0.001)	(.)	(0.044)	(.)	(0.042)	(.)	(0.043)	(.)		(0.008)	(0.020)	(0.022)	(0.022)	(0.001)	(.)	(0.044)	(.)	(0.042)	(.)	(0.043)	(.)		(0.008)	(0.020)	(0.022)	(0.022)	(0.001)	(.)	(0.044)	(.)	(0.042)	(.)	(0.043)	(.)		(0.008)	(0.020)	(0.022)	(0.022)		(0.008)	(0.020)	(0.022)	(0.022)	
idkab_dum175		-0.0310***	-0.0459**	-0.0793***	-0.0821***	1.5982***	.	1.8937***	.	1.8851***	.	1.8698***	.		-0.0310***	-0.0459**	-0.0793***	-0.0821***	1.5982***	.	1.8937***	.	1.8851***	.	1.8698***	.		-0.0310***	-0.0459**	-0.0793***	-0.0821***	1.5982***	.	1.8937***	.	1.8851***	.	1.8698***	.		-0.0310***	-0.0459**	-0.0793***	-0.0821***		-0.0310***	-0.0459**	-0.0793***	-0.0821***	
		(0.008)	(0.019)	(0.021)	(0.021)	(0.003)	(.)	(0.045)	(.)	(0.042)	(.)	(0.044)	(.)		(0.008)	(0.019)	(0.021)	(0.021)	(0.003)	(.)	(0.045)	(.)	(0.042)	(.)	(0.044)	(.)		(0.008)	(0.019)	(0.021)	(0.021)	(0.003)	(.)	(0.045)	(.)	(0.042)	(.)	(0.044)	(.)		(0.008)	(0.019)	(0.021)	(0.021)		(0.008)	(0.019)	(0.021)	(0.021)	
idkab_dum176		-0.0508***	-0.0918***	-0.1241***	-0.1312***	1.5324***	.	1.6993***	.	1.6910***	.	1.6591***	.		-0.0508***	-0.0918***	-0.1241***	-0.1312***	1.5324***	.	1.6993***	.	1.6910***	.	1.6591***	.		-0.0508***	-0.0918***	-0.1241***	-0.1312***	1.5324***	.	1.6993***	.	1.6910***	.	1.6591***	.		-0.0508***	-0.0918***	-0.1241***	-0.1312***		-0.0508***	-0.0918***	-0.1241***	-0.1312***	
		(0.008)	(0.019)	(0.020)	(0.020)	(0.001)	(.)	(0.044)	(.)	(0.041)	(.)	(0.046)	(.)		(0.008)	(0.019)	(0.020)	(0.020)	(0.001)	(.)	(0.044)	(.)	(0.041)	(.)	(0.046)	(.)		(0.008)	(0.019)	(0.020)	(0.020)	(0.001)	(.)	(0.044)	(.)	(0.041)	(.)	(0.046)	(.)		(0.008)	(0.019)	(0.020)	(0.020)		(0.008)	(0.019)	(0.020)	(0.020)	
idkab_dum177		-0.1319***	-0.2028***	-0.2415***	-0.2432***	1.2870***	.	1.3357***	.	1.3057***	.	1.2965***	.		-0.1319***	-0.2028***	-0.2415***	-0.2432***	1.2870***	.	1.3357***	.	1.3057***	.	1.2965***	.		-0.1319***	-0.2028***	-0.2415***	-0.2432***	1.2870***	.	1.3357***	.	1.3057***	.	1.2965***	.		-0.1319***	-0.2028***	-0.2415***	-0.2432***		-0.1319***	-0.2028***	-0.2415***	-0.2432***	
		(0.008)	(0.021)	(0.023)	(0.023)	(0.000)	(.)	(0.040)	(.)	(0.038)	(.)	(0.042)	(.)		(0.008)	(0.021)	(0.023)	(0.023)	(0.000)	(.)	(0.040)	(.)	(0.038)	(.)	(0.042)	(.)		(0.008)	(0.021)	(0.023)	(0.023)	(0.000)	(.)	(0.040)	(.)	(0.038)	(.)	(0.042)	(.)		(0.008)	(0.021)	(0.023)	(0.023)		(0.008)	(0.021)	(0.023)	(0.023)	
idkab_dum178		-0.3474***	-0.3277***	-0.3529***	-0.3588***	0.7173***	.	1.1258***	.	1.1441***	.	1.1145***	.		-0.3474***	-0.3277***	-0.3529***	-0.3588***	0.7173***	.	1.1258***	.	1.1441***	.	1.1145***	.		-0.3474***	-0.3277***	-0.3529***	-0.3588***	0.7173***	.	1.1258***	.	1.1441***	.	1.1145***	.		-0.3474***	-0.3277***	-0.3529***	-0.3588***		-0.3474***	-0.3277***	-0.3529***	-0.3588***	
		(0.002)	(0.010)	(0.013)	(0.014)	(0.046)	(.)	(0.108)	(.)	(0.104)	(.)	(0.110)	(.)		(0.002)	(0.010)	(0.013)	(0.014)	(0.046)	(.)	(0.108)	(.)	(0.104)	(.)	(0.110)	(.)		(0.002)	(0.010)	(0.013)	(0.014)	(0.046)	(.)	(0.108)	(.)	(0.104)	(.)	(0.110)	(.)		(0.002)	(0.010)	(0.013)	(0.014)		(0.002)	(0.010)	(0.013)	(0.014)	
idkab_dum179		-0.3913***	-0.4160***	-0.4491***	-0.4554***	0.6156***	.	0.8502***	.	0.8376***	.	0.8062***	.		-0.3913***	-0.4160***	-0.4491***	-0.4554***	0.6156***	.	0.8502***	.	0.8376***	.	0.8062***	.		-0.3913***	-0.4160***	-0.4491***	-0.4554***	0.6156***	.	0.8502***	.	0.8376***	.	0.8062***	.		-0.3913***	-0.4160***	-0.4491***	-0.4554***		-0.3913***	-0.4160***	-0.4491***	-0.4554***	
		(0.007)	(0.017)	(0.019)	(0.019)	(0.006)	(.)	(0.037)	(.)	(0.036)	(.)	(0.040)	(.)		(0.007)	(0.017)	(0.019)	(0.019)	(0.006)	(.)	(0.037)	(.)	(0.036)	(.)	(0.040)	(.)		(0.007)	(0.017)	(0.019)	(0.019)	(0.006)	(.)	(0.037)	(.)	(0.036)	(.)	(0.040)	(.)		(0.007)	(0.017)	(0.019)	(0.019)		(0.007)	(0.017)	(0.019)	(0.019)	
idkab_dum180		-0.2524***	-0.2861***	-0.3249***	-0.3288***	0.9668***	.	1.1612***	.	1.1308***	.	1.1108***	.		-0.2524***	-0.2861***	-0.3249***	-0.3288***	0.9668***	.	1.1612***	.	1.1308***	.	1.1108***	.		-0.2524***	-0.2861***	-0.3249***	-0.3288***	0.9668***	.	1.1612***	.	1.1308***	.	1.1108***	.		-0.2524***	-0.2861***	-0.3249***	-0.3288***		-0.2524***	-0.2861***	-0.3249***	-0.3288***	
		(0.008)	(0.019)	(0.021)	(0.021)	(0.001)	(.)	(0.049)	(.)	(0.048)	(.)	(0.050)	(.)		(0.008)	(0.019)	(0.021)	(0.021)	(0.001)	(.)	(0.049)	(.)	(0.048)	(.)	(0.050)	(.)		(0.008)	(0.019)	(0.021)	(0.021)	(0.001)	(.)	(0.049)	(.)	(0.048)	(.)	(0.050)	(.)		(0.008)	(0.019)	(0.021)	(0.021)		(0.008)	(0.019)	(0.021)	(0.021)	
idkab_dum181		-0.1339***	-0.1700***	-0.2107***	-0.2190***	1.2801***	.	1.4806***	.	1.4409***	.	1.4009***	.		-0.1339***	-0.1700***	-0.2107***	-0.2190***	1.2801***	.	1.4806***	.	1.4409***	.	1.4009***	.		-0.1339***	-0.1700***	-0.2107***	-0.2190***	1.2801***	.	1.4806***	.	1.4409***	.	1.4009***	.		-0.1339***	-0.1700***	-0.2107***	-0.2190***		-0.1339***	-0.1700***	-0.2107***	-0.2190***	
		(0.006)	(0.021)	(0.023)	(0.022)	(0.007)	(.)	(0.038)	(.)	(0.036)	(.)	(0.042)	(.)		(0.006)	(0.021)	(0.023)	(0.022)	(0.007)	(.)	(0.038)	(.)	(0.036)	(.)	(0.042)	(.)		(0.006)	(0.021)	(0.023)	(0.022)	(0.007)	(.)	(0.038)	(.)	(0.036)	(.)	(0.042)	(.)		(0.006)	(0.021)	(0.023)	(0.022)		(0.006)	(0.021)	(0.023)	(0.022)	
idkab_dum182		-0.2970***	-0.3047***	-0.3404***	-0.3425***	0.8528***	.	1.1614***	.	1.1430***	.	1.1307***	.		-0.2970***	-0.3047***	-0.3404***	-0.3425***	0.8528***	.	1.1614***	.	1.1430***	.	1.1307***	.		-0.2970***	-0.3047***	-0.3404***	-0.3425***	0.8528***	.	1.1614***	.	1.1430***	.	1.1307***	.		-0.2970***	-0.3047***	-0.3404***	-0.3425***		-0.2970***	-0.3047***	-0.3404***	-0.3425***	
		(0.007)	(0.017)	(0.019)	(0.020)	(0.007)	(.)	(0.046)	(.)	(0.046)	(.)	(0.049)	(.)		(0.007)	(0.017)	(0.019)	(0.020)	(0.007)	(.)	(0.046)	(.)	(0.046)	(.)	(0.049)	(.)		(0.007)	(0.017)	(0.019)	(0.020)	(0.007)	(.)	(0.046)	(.)	(0.046)	(.)	(0.049)	(.)		(0.007)	(0.017)	(0.019)	(0.020)		(0.007)	(0.017)	(0.019)	(0.020)	
idkab_dum183		-0.1238***	-0.1895***	-0.2173***	-0.2225***	1.3095***	.	1.3797***	.	1.3906***	.	1.3642***	.		-0.1238***	-0.1895***	-0.2173***	-0.2225***	1.3095***	.	1.3797***	.	1.3906***	.	1.3642***	.		-0.1238***	-0.1895***	-0.2173***	-0.2225***	1.3095***	.	1.3797***	.	1.3906***	.	1.3642***	.		-0.1238***	-0.1895***	-0.2173***	-0.2225***		-0.1238***	-0.1895***	-0.2173***	-0.2225***	
		(0.008)	(0.021)	(0.023)	(0.023)	(0.002)	(.)	(0.028)	(.)	(0.024)	(.)	(0.025)	(.)		(0.008)	(0.021)	(0.023)	(0.023)	(0.002)	(.)	(0.028)	(.)	(0.024)	(.)	(0.025)	(.)		(0.008)	(0.021)	(0.023)	(0.023)	(0.002)	(.)	(0.028)	(.)	(0.024)	(.)	(0.025)	(.)		(0.008)	(0.021)	(0.023)	(0.023)		(0.008)	(0.021)	(0.023)	(0.023)	
idkab_dum184		-0.6859***	-0.7442***	-0.7475***	-0.7470***	-0.3133***	.	-0.2435***	.	-0.1544***	.	-0.1548***	.		-0.6859***	-0.7442***	-0.7475***	-0.7470***	-0.3133***	.	-0.2435***	.	-0.1544***	.	-0.1548***	.		-0.6859***	-0.7442***	-0.7475***	-0.7470***	-0.3133***	.	-0.2435***	.	-0.1544***	.	-0.1548***	.		-0.6859***	-0.7442***	-0.7475***	-0.7470***		-0.6859***	-0.7442***	-0.7475***	-0.7470***	
		(0.007)	(0.016)	(0.016)	(0.016)	(0.009)	(.)	(0.036)	(.)	(0.039)	(.)	(0.041)	(.)		(0.007)	(0.016)	(0.016)	(0.016)	(0.009)	(.)	(0.036)	(.)	(0.039)	(.)	(0.041)	(.)		(0.007)	(0.016)	(0.016)	(0.016)	(0.009)	(.)	(0.036)	(.)	(0.039)	(.)	(0.041)	(.)		(0.007)	(0.016)	(0.016)	(0.016)		(0.007)	(0.016)	(0.016)	(0.016)	
idkab_dum185		-0.6837***	-0.6705***	-0.6917***	-0.7032***	-0.3027***	.	0.0493	.	0.0791	.	0.0330	.		-0.6837***	-0.6705***	-0.6917***	-0.7032***	-0.3027***	.	0.0493	.	0.0791	.	0.0330	.		-0.6837***	-0.6705***	-0.6917***	-0.7032***	-0.3027***	.	0.0493	.	0.0791	.	0.0330	.		-0.6837***	-0.6705***	-0.6917***	-0.7032***		-0.6837***	-0.6705***	-0.6917***	-0.7032***	
		(0.002)	(0.008)	(0.010)	(0.012)	(0.031)	(.)	(0.081)	(.)	(0.078)	(.)	(0.086)	(.)		(0.002)	(0.008)	(0.010)	(0.012)	(0.031)	(.)	(0.081)	(.)	(0.078)	(.)	(0.086)	(.)		(0.002)	(0.008)	(0.010)	(0.012)	(0.031)	(.)	(0.081)	(.)	(0.078)	(.)	(0.086)	(.)		(0.002)	(0.008)	(0.010)	(0.012)		(0.002)	(0.008)	(0.010)	(0.012)	
idkab_dum186		-0.6213***	-0.5811***	-0.5987***	-0.6185***	-0.0509***	.	0.4603***	.	0.5010***	.	0.4261***	.		-0.6213***	-0.5811***	-0.5987***	-0.6185***	-0.0509***	.	0.4603***	.	0.5010***	.	0.4261***	.		-0.6213***	-0.5811***	-0.5987***	-0.6185***	-0.0509***	.	0.4603***	.	0.5010***	.	0.4261***	.		-0.6213***	-0.5811***	-0.5987***	-0.6185***		-0.6213***	-0.5811***	-0.5987***	-0.6185***	
		(0.004)	(0.018)	(0.018)	(0.017)	(0.015)	(.)	(0.086)	(.)	(0.084)	(.)	(0.089)	(.)		(0.004)	(0.018)	(0.018)	(0.017)	(0.015)	(.)	(0.086)	(.)	(0.084)	(.)	(0.089)	(.)		(0.004)	(0.018)	(0.018)	(0.017)	(0.015)	(.)	(0.086)	(.)	(0.084)	(.)	(0.089)	(.)		(0.004)	(0.018)	(0.018)	(0.017)		(0.004)	(0.018)	(0.018)	(0.017)	
idkab_dum187		-0.6949***	-0.6891***	-0.7107***	-0.7222***	-0.3548***	.	-0.0285	.	-0.0050	.	-0.0600	.		-0.6949***	-0.6891***	-0.7107***	-0.7222***	-0.3548***	.	-0.0285	.	-0.0050	.	-0.0600	.		-0.6949***	-0.6891***	-0.7107***	-0.7222***	-0.3548***	.	-0.0285	.	-0.0050	.	-0.0600	.		-0.6949***	-0.6891***	-0.7107***	-0.7222***		-0.6949***	-0.6891***	-0.7107***	-0.7222***	
		(0.008)	(0.019)	(0.019)	(0.019)	(0.000)	(.)	(0.059)	(.)	(0.059)	(.)	(0.063)	(.)		(0.008)	(0.019)	(0.019)	(0.019)	(0.000)	(.)	(0.059)	(.)	(0.059)	(.)	(0.063)	(.)		(0.008)	(0.019)	(0.019)	(0.019)	(0.000)	(.)	(0.059)	(.)	(0.059)	(.)	(0.063)	(.)		(0.008)	(0.019)	(0.019)	(0.019)		(0.008)	(0.019)	(0.019)	(0.019)	
idkab_dum188		-0.6525***	-0.6932***	-0.7018***	-0.7177***	-0.1684***	.	-0.0307	.	0.0299	.	-0.0443	.		-0.6525***	-0.6932***	-0.7018***	-0.7177***	-0.1684***	.	-0.0307	.	0.0299	.	-0.0443	.		-0.6525***	-0.6932***	-0.7018***	-0.7177***	-0.1684***	.	-0.0307	.	0.0299	.	-0.0443	.		-0.6525***	-0.6932***	-0.7018***	-0.7177***		-0.6525***	-0.6932***	-0.7018***	-0.7177***	
		(0.008)	(0.014)	(0.014)	(0.015)	(0.000)	(.)	(0.042)	(.)	(0.049)	(.)	(0.059)	(.)		(0.008)	(0.014)	(0.014)	(0.015)	(0.000)	(.)	(0.042)	(.)	(0.049)	(.)	(0.059)	(.)		(0.008)	(0.014)	(0.014)	(0.015)	(0.000)	(.)	(0.042)	(.)	(0.049)	(.)	(0.059)	(.)		(0.008)	(0.014)	(0.014)	(0.015)		(0.008)	(0.014)	(0.014)	(0.015)	
idkab_dum189		-0.7923***	-0.8887***	-0.8772***	-0.8826***	-1.1296***	.	-1.2131***	.	-1.0891***	.	-1.1127***	.		-0.7923***	-0.8887***	-0.8772***	-0.8826***	-1.1296***	.	-1.2131***	.	-1.0891***	.	-1.1127***	.		-0.7923***	-0.8887***	-0.8772***	-0.8826***	-1.1296***	.	-1.2131***	.	-1.0891***	.	-1.1127***	.		-0.7923***	-0.8887***	-0.8772***	-0.8826***		-0.7923***	-0.8887***	-0.8772***	-0.8826***	
		(0.008)	(0.020)	(0.020)	(0.020)	(0.000)	(.)	(0.051)	(.)	(0.066)	(.)	(0.064)	(.)		(0.008)	(0.020)	(0.020)	(0.020)	(0.000)	(.)	(0.051)	(.)	(0.066)	(.)	(0.064)	(.)		(0.008)	(0.020)	(0.020)	(0.020)	(0.000)	(.)	(0.051)	(.)	(0.066)	(.)	(0.064)	(.)		(0.008)	(0.020)	(0.020)	(0.020)		(0.008)	(0.020)	(0.020)	(0.020)	
idkab_dum190		-0.5135***	-0.5091***	-0.5149***	-0.5292***	0.2903***	.	0.6341***	.	0.7066***	.	0.6428***	.		-0.5135***	-0.5091***	-0.5149***	-0.5292***	0.2903***	.	0.6341***	.	0.7066***	.	0.6428***	.		-0.5135***	-0.5091***	-0.5149***	-0.5292***	0.2903***	.	0.6341***	.	0.7066***	.	0.6428***	.		-0.5135***	-0.5091***	-0.5149***	-0.5292***		-0.5135***	-0.5091***	-0.5149***	-0.5292***	
		(0.008)	(0.016)	(0.016)	(0.016)	(0.002)	(.)	(0.055)	(.)	(0.064)	(.)	(0.069)	(.)		(0.008)	(0.016)	(0.016)	(0.016)	(0.002)	(.)	(0.055)	(.)	(0.064)	(.)	(0.069)	(.)		(0.008)	(0.016)	(0.016)	(0.016)	(0.002)	(.)	(0.055)	(.)	(0.064)	(.)	(0.069)	(.)		(0.008)	(0.016)	(0.016)	(0.016)		(0.008)	(0.016)	(0.016)	(0.016)	
idkab_dum191		-0.7060***	-0.7022***	-0.7188***	-0.7302***	-0.4108***	.	-0.0833	.	-0.0466	.	-0.1003*	.		-0.7060***	-0.7022***	-0.7188***	-0.7302***	-0.4108***	.	-0.0833	.	-0.0466	.	-0.1003*	.		-0.7060***	-0.7022***	-0.7188***	-0.7302***	-0.4108***	.	-0.0833	.	-0.0466	.	-0.1003*	.		-0.7060***	-0.7022***	-0.7188***	-0.7302***		-0.7060***	-0.7022***	-0.7188***	-0.7302***	
		(0.007)	(0.015)	(0.016)	(0.016)	(0.006)	(.)	(0.052)	(.)	(0.051)	(.)	(0.060)	(.)		(0.007)	(0.015)	(0.016)	(0.016)	(0.006)	(.)	(0.052)	(.)	(0.051)	(.)	(0.060)	(.)		(0.007)	(0.015)	(0.016)	(0.016)	(0.006)	(.)	(0.052)	(.)	(0.051)	(.)	(0.060)	(.)		(0.007)	(0.015)	(0.016)	(0.016)		(0.007)	(0.015)	(0.016)	(0.016)	
idkab_dum192		-0.5155***	-0.5390***	-0.5711***	-0.5816***	0.2844***	.	0.5060***	.	0.4856***	.	0.4381***	.		-0.5155***	-0.5390***	-0.5711***	-0.5816***	0.2844***	.	0.5060***	.	0.4856***	.	0.4381***	.		-0.5155***	-0.5390***	-0.5711***	-0.5816***	0.2844***	.	0.5060***	.	0.4856***	.	0.4381***	.		-0.5155***	-0.5390***	-0.5711***	-0.5816***		-0.5155***	-0.5390***	-0.5711***	-0.5816***	
