"","est1","","","","est2","","","","est3","","","","est4","","","","est5","","","","est6","","","","est7","","","","est8","","","","est9","","","","est10","","",""
"stateyrv284","","","","","","","","","-.0090449",".0085592","-1.056748",".2906266","-.0084656",".0080726","-1.04869",".2943209","-.009701",".0092815","-1.045197",".2959318","","","","","","","","",".0340334",".0194308","1.75152",".0798563",".0341572",".0194032","1.760386",".0783424",".03127",".0186062","1.680623",".0928361"
"stateyrv285","","","","","","","","","-.0318329",".0096759","-3.289937",".0010021","-.0338",".0097789","-3.456409",".0005474","-.0296053",".0098962","-2.991582",".0027754","","","","","","","","",".0174431",".0233393",".7473668",".4548422",".0173297",".0233813",".7411792",".4585848",".0199738",".0226236",".8828737",".3773045"
"stateyrv286","","","","","","","","","-.0072226",".0130956","-.5515298",".5812705","-.0032931",".0128494","-.2562811",".7977338","-.0116727",".0138324","-.8438691",".3987426","","","","","","","","",".0732982",".046274","1.584001",".1131934",".0737797",".0460378","1.602591",".1090251",".0625481",".0459158","1.362236",".1731233"
"stateyrv287","","","","","","","","","-.0271422",".0097218","-2.791883",".0052402","-.0288837",".00949","-3.043609",".0023376","-.02517",".010279","-2.448673",".0143384","","","","","","","","",".0350604",".0221397","1.5836",".1132847",".0349782",".0221994","1.575639",".115109",".0368939",".0217371","1.697274",".0896448"
"stateyrv288","","","","","","","","","-.0062572",".009493","-.6591444",".509803","-.0088923",".0094054","-.9454457",".3444314","-.003273",".0098611","-.3319146",".7399538","","","","","","","","",".0501119",".0201316","2.489217",".0128025",".0499768",".0202289","2.470566",".0134899",".0531295",".0195572","2.716628",".0065951"
"stateyrv289","","","","","","","","","-.0368292",".0089478","-4.116022",".0000385","-.0365414",".0084857","-4.30622",".0000166","-.0371552",".0097388","-3.815187",".0001361","","","","","","","","",".0063576",".0191133",".3326243",".7394179",".0064618",".019104",".3382446",".7351789",".00403",".0183364",".2197828",".8260403"
"stateyrv290","","","","","","","","","-.0116284",".0088081","-1.320188",".1867722","-.0118816",".0085142","-1.395502",".1628645","-.0113417",".0093653","-1.211043",".225879","","","","","","","","",".0138488",".0194802",".7109201",".4771338",".0139023",".0194967",".7130595",".475809",".0126559",".0185227",".6832639",".4944401"
"stateyrv291","","","","","","","","","-.0357173",".0102393","-3.488252",".0004862","-.0339152",".0098716","-3.435645",".0005911","-.0377582",".0109377","-3.452108",".0005562","","","","","","","","",".0240738",".020162","1.19402",".2324703",".0243168",".0200865","1.210601",".2260485",".0186504",".0193998",".9613705",".3363659"
"stateyrv292","","","","","","","","","-.0314279",".0102825","-3.056453",".0022397","-.0282848",".0099564","-2.840867",".0044991","-.0349874",".0107582","-3.252152",".0011453","","","","","","","","",".0264351",".0202128","1.307839",".1909278",".0268172",".0200725","1.33602",".1815428",".0179037",".0192597",".9295929",".3525819"
"stateyrv293","","","","","","","","","-.0137222",".0149722","-.9165121",".3593984","-.0259129",".0166781","-1.553704",".120255",".0000835",".0154399",".0054066",".9956862","","","","","","","","",".0241459",".022829","1.057687",".2901981",".0231742",".0235007",".9861093",".3240795",".045839",".0233853","1.960162",".0499769"
"stateyrv294","","","","","","","","","-.0185969",".0108226","-1.718335",".0857356","-.0183667",".0104133","-1.76378",".0777691","-.0188576",".0114357","-1.649014",".0991448","","","","","","","","",".0273714",".0193702","1.413066",".1576364",".0274743",".0193525","1.419675",".1557022",".0250752",".0185784","1.349693",".1771144"
"stateyrv295","","","","","","","","","-.022165",".0087277","-2.539618",".0110974","-.0226652",".0083442","-2.716271",".0066022","-.0215984",".0093905","-2.300014",".0214474","","","","","","","","",".017708",".0190831",".9279418",".3534378",".0177168",".0191124",".9269821",".3539358",".0175103",".0183627",".9535795",".3402966"
"stateyrv296","","","","","","","","","-.0263978",".0163063","-1.618875",".1054741","-.0280794",".0165423","-1.697431",".0896152","-.0244934",".0161731","-1.514459",".1299094","","","","","","","","",".0219125",".026697",".8207835",".4117696",".0218465",".0267568",".8164848",".4142229",".0233856",".0252966",".9244553",".3552493"
"stateyrv297","","","","","","","","","-.0181905",".0106881","-1.701937",".0887671","-.0159559",".009998","-1.595911",".1105087","-.0207211",".0117373","-1.765405",".0774958","","","","","","","","",".0725116",".0344999","2.10179",".0355717",".0728499",".0343199","2.122673",".0337812",".0649585",".0345428","1.880523",".0600368"
"stateyrv298","","","","","","","","","-.04401",".0101559","-4.333423",".0000147","-.047717",".0104748","-4.555399","5.23e-06","-.0398118",".0102945","-3.867279",".0001101","","","","","","","","",".0063755",".0193964",".3286933",".7423875",".0061237",".0196705",".3113154",".7555609",".0119954",".0185081",".6481158",".51691"
"stateyrv299","","","","","","","","","-.0450269",".0097574","-4.614638","3.94e-06","-.0464737",".0095979","-4.842062","1.28e-06","-.0433883",".0101827","-4.260995",".0000204","","","","","","","","","-.0425082",".0209769","-2.026424",".0427214","-.0425678",".0210723","-2.020082",".0433748","-.041176",".0197784","-2.081869",".0373545"
"stateyrv300","","","","","","","","","-.0530604",".0087057","-6.094871","1.10e-09","-.0537446",".0083983","-6.399424","1.56e-10","-.0522856",".0093289","-5.604691","2.09e-08","","","","","","","","","-.0139138",".0189168","-.7355281",".4620179","-.0138983",".0189491","-.7334523",".4632826","-.0142612",".0181075","-.7875829",".4309407"
"stateyrv301","","","","","","","","","-.0315628",".0089745","-3.516946",".0004365","-.0320658",".0086575","-3.703801",".0002124","-.0309933",".0095037","-3.261189",".0011095","","","","","","","","","-.0022322",".0191086","-.1168157",".9070061","-.0022012",".0191325","-.1150527",".9084033","-.0029228",".0182451","-.1601989",".8727244"
"stateyrv302","","","","","","","","","-.0584318",".0101107","-5.779206","7.51e-09","-.0570183",".0097494","-5.848398","4.96e-09","-.0600325",".0108117","-5.552524","2.82e-08","","","","","","","","","-.0152045",".0199519","-.7620589",".4460248","-.015021",".0199014","-.7547717",".450386","-.0193016",".0191856","-1.006047",".3143927"
"stateyrv303","","","","","","","","","-.0428698",".0089935","-4.76673","1.87e-06","-.0431313",".0085916","-5.020144","5.16e-07","-.0425736",".0096595","-4.407419",".0000105","","","","","","","","",".0019478",".0209737",".0928668",".9260094",".0020209",".0209643",".0963983",".9232043",".0003143",".0203859",".0154186",".9876982"
"stateyrv304","","","","","","","","","-.0791488",".0168462","-4.698312","2.62e-06","-.0651697",".0179004","-3.64068",".0002719","-.0949799",".0189322","-5.016854","5.25e-07","","","","","","","","","-.002939",".0231426","-.1269931",".8989458","-.001663",".0230326","-.0722022",".942441","-.0314255",".0226944","-1.384728",".1661358"
"stateyrv305","","","","","","","","","-.0268829",".0092457","-2.907604",".0036421","-.0291017",".0090742","-3.207068",".001341","-.0243701",".0098237","-2.480742",".0131109","","","","","","","","",".0071595",".0191466",".3739285",".7084575",".0070386",".0192619",".3654136",".7148027",".0098586",".0182354",".5406332",".5887604"
"stateyrv306","","","","","","","","","-.031804",".0089834","-3.540318",".0003996","-.0363275",".0096605","-3.760424",".0001696","-.0266813",".0089101","-2.994508",".0027489","","","","","","","","","-.0009803",".0191979","-.0510623",".9592758","-.0013279",".0194773","-.0681786",".9456435",".0067811",".0183209",".3701325",".7112838"
"stateyrv307","","","","","","","","","-.049745",".0111023","-4.480582","7.44e-06","-.052382",".0115874","-4.520595","6.17e-06","-.0467585",".0108902","-4.29365",".0000176","","","","","","","","","-.0141075",".0227238","-.6208236",".5347157","-.0142657",".0228324","-.6248001",".5321022","-.0105754",".0209191","-.5055366",".613182"
"stateyrv308","","","","","","","","","-.0347761",".0103738","-3.352301",".0008014","-.0390411",".0103319","-3.778684",".0001577","-.0299462",".0108338","-2.764154",".0057071","","","","","","","","",".000043",".0279379",".0015383",".9987726","-.000136",".0279911","-.0048584",".9961236",".0040386",".0286133",".1411444",".8877559"
"stateyrv309","","","","","","","","","-.0469646",".0095434","-4.921173","8.60e-07","-.0510086",".0098922","-5.156424","2.52e-07","-.0423848",".0098704","-4.294152",".0000175","","","","","","","","",".0067838",".0205192",".3306093",".7409397",".0064973",".0207888",".3125376",".754632",".0131816",".0198519",".6639976",".5066918"
"stateyrv310","","","","","","","","","-.027933",".0090906","-3.072754",".0021209","-.0303951",".0094402","-3.219739",".0012831","-.0251448",".0090871","-2.767094",".0056558","","","","","","","","",".0091436",".0200118",".4569093",".6477363",".0090154",".0201056",".4484045",".6538613",".0120046",".0197748",".6070629",".5438092"
"stateyrv311","","","","","","","","","-.0431255",".0088988","-4.846242","1.26e-06","-.0444675",".0086366","-5.14874","2.62e-07","-.0416057",".0094201","-4.416671",".00001","","","","","","","","",".0151369",".0190123",".796164",".4259367",".0150922",".0190815",".7909334",".4289829",".0161359",".0181004",".891469",".3726776"
"stateyrv312","","","","","","","","","-.0118918",".0096911","-1.227092",".2197881","-.0152373",".0097237","-1.567023",".1171093","-.0081031",".0100248","-.8083039",".4189156","","","","","","","","",".0276178",".0192973","1.431178",".1523793",".0273888",".0194823","1.405829",".159775",".03273",".0186843","1.751741",".0798184"
"stateyrv313","","","","","","","","","-.0435139",".0113443","-3.835765",".0001252","-.0477873",".0115085","-4.152347",".0000329","-.0386744",".0115785","-3.340197",".0008372","","","","","","","","",".0313639",".0199272","1.573923",".1155053",".0310284",".0201667","1.538593",".1239036",".0388539",".0196692","1.975371",".0482261"
"stateyrv314","","","","","","","","","-.0247213",".0094296","-2.621668",".0087501","-.0269942",".0095504","-2.826497",".004706","-.0221472",".0096033","-2.306216",".0210986","","","","","","","","",".0207884",".0192108","1.082117",".2792004",".0206766",".0193203","1.070199",".2845297",".0232833",".0184159","1.264305",".2061206"
"stateyrv315","","","","","","","","","-.0221357",".0154089","-1.436554",".1508448","-.0345613",".0177642","-1.945563",".0517072","-.0080638",".0147924","-.5451348",".5856608","","","","","","","","",".030425",".0213543","1.424769",".154224",".0294481",".0220603","1.334892",".1819117",".0522349",".0216392","2.413896",".015783"
"stateyrv316","","","","","","","","","-.0324832",".0087749","-3.701811",".0002141","-.0336339",".0084573","-3.976905",".0000698","-.03118",".0093862","-3.321882",".0008941","","","","","","","","",".0266573",".0191366","1.393004",".1636185",".0266339",".0191875","1.388088",".1651103",".0271798",".0183933","1.477698",".1394885"
"stateyrv317","","","","","","","","","-.0257507",".0089136","-2.888931",".0038655","-.0301509",".0095122","-3.169722",".0015258","-.0207674",".0089483","-2.320817",".0202967","","","","","","","","",".0121499",".0190993",".6361431",".5246831",".0118147",".0193436",".6107796",".5413455",".0196338",".0181686","1.080645",".2798549"
"stateyrv318","","","","","","","","","-.0295235",".011001","-2.683707",".0072811","-.0331991",".0113071","-2.936145",".0033232","-.0253609",".0109609","-2.313762",".0206808","","","","","","","","","-.0005368",".019988","-.0268558",".9785747","-.0007994",".0201305","-.0397112",".9683234",".0053262",".0190601",".279442",".7799057"
"stateyrv319","","","","","","","","","-.0142698",".0108398","-1.316428",".1880303","-.0158195",".0106451","-1.486083",".1372572","-.0125148",".0112962","-1.107872",".2679171","","","","","","","","",".0309366",".024853","1.244785",".2132109",".0307695",".0249995","1.230802",".218397",".0346672",".0238936","1.450899",".1468081"
"stateyrv320","","","","","","","","","-.039902",".010452","-3.817656",".0001347","-.045351",".0112727","-4.023092",".0000574","-.033731",".0104352","-3.232429",".0012274","","","","","","","","","-.0185991",".0197566","-.9414106",".3464945","-.0190098",".0200975","-.9458758",".3442119","-.0094307",".0190698","-.4945362",".6209275"
"stateyrv321","","","","","","","","","-.0216879",".0112461","-1.928479",".0537956","-.0220072",".010145","-2.169263",".0300627","-.0213264",".0126922","-1.680271",".0929046","","","","","","","","",".0069254",".0223022",".3105247",".756162",".0069866",".0222697",".3137283",".7537274",".005558",".0226308",".245593",".8059973"
"stateyrv322","","","","","","","","","-.0442343",".00862","-5.13161","2.87e-07","-.0426723",".0080322","-5.312673","1.08e-07","-.0460033",".0096392","-4.772505","1.82e-06","","","","","","","","","-.0281871",".0190204","-1.48194",".1383561","-.0279664",".0189538","-1.475504",".140077","-.0331144",".0183313","-1.80644",".0708496"
"stateyrv323","","","","","","","","","-.0157936",".0088766","-1.779244",".0751998","-.0160233",".0084668","-1.892495",".058425","-.0155335",".0095531","-1.62602",".1039454","","","","","","","","","-.0240787",".0193149","-1.246637",".2125305","-.0240235",".0193239","-1.243201",".2137939","-.0253122",".0185598","-1.363823",".1726234"
"stateyrv324","","","","","","","","","-.0306261",".0099605","-3.074747",".0021068","-.0318803",".0097379","-3.273831",".001061","-.0292057",".0104173","-2.803587",".0050538","","","","","","","","",".0053818",".0220062",".2445571",".8067994",".0053921",".0220276",".2447867",".8066216",".0051518",".0215291",".239297",".8108753"
"stateyrv325","","","","","","","","","-.0262752",".009903","-2.65326",".0079718","-.0248638",".0093559","-2.657547",".0078712","-.0278735",".0108251","-2.574889",".0100272","","","","","","","","",".0069383",".020108",".3450525",".7300549",".007146",".0200892",".3557137",".722055",".0023014",".0194463",".1183477",".9057922"
"stateyrv326","","","","","","","","","-.0404892",".0109776","-3.688347",".0002257","-.0362847",".0102878","-3.52698",".0004203","-.0452506",".0125984","-3.591779",".0003284","","","","","","","","","-.0147573",".0223994","-.658828",".5100062","-.0142659",".0223004","-.6397135",".5223589","-.0257295",".0210025","-1.225069",".2205491"
"stateyrv327","","","","","","","","","-.0264002",".009132","-2.890947",".0038408","-.0270251",".0086529","-3.123225",".0017888","-.0256925",".009876","-2.601502",".0092816","","","","","","","","",".0034085",".0194507",".1752392",".8608917",".0034331",".0194719",".1763124",".8600485",".0028594",".0187505",".1524982",".878794"
"stateyrv328","","","","","","","","","-.0305001",".0085699","-3.558997",".0003723","-.0322177",".0084978","-3.791312",".0001499","-.028555",".00901","-3.169259",".0015283","","","","","","","","","-.0167332",".0192291","-.8702039",".384189","-.0168484",".0192953","-.8731839",".3825629","-.0141622",".0183627","-.7712465",".4405608"
