"","est1","","","","est2","","","","est3","","","","est4","","",""
"stateyrv165","-.0019338",".0658688","-.0293588",".9765784","-.0232621",".0255299","-.9111739",".3622038","","","","","","","",""
"stateyrv166","-.2210483",".0287914","-7.67758","1.62e-14","-.0581206",".0325601","-1.785026",".0742571","","","","","","","",""
"stateyrv167","-.0834429",".0292821","-2.849617",".0043772","-.0697682",".0298197","-2.339667",".019301","","","","","","","",""
"stateyrv168","-.1400507",".0284738","-4.918587","8.72e-07","-.1046518",".0287109","-3.645023",".0002674","","","","","","","",""
"stateyrv169","-.1342624",".0278954","-4.813061","1.49e-06","-.104448",".0282635","-3.695508",".0002194","","","","","","","",""
"stateyrv170","-.0635112",".0336443","-1.887722",".0590633","-.0272956",".0330757","-.8252451",".4092325","","","","","","","",""
"stateyrv171","-.1096927",".0283957","-3.863006",".000112","-.072299",".029051","-2.488696",".0128213","","","","","","","",""
"stateyrv172","-.075021",".0301964","-2.484435",".0129757","-.0654901",".0346091","-1.892278",".0584539","","","","","","","",""
"stateyrv173","-.1456016",".0287915","-5.057104","4.26e-07","-.1034762",".0290291","-3.564563",".0003645","","","","","","","",""
"stateyrv174","-.1337993",".027894","-4.796704","1.61e-06","-.0871117",".0283411","-3.073686",".0021143","","","","","","","",""
"stateyrv175","-.0456402",".0355639","-1.283329",".1993768","-.0734773",".0335292","-2.19144",".02842","","","","","","","",""
"stateyrv176","-.0229871",".0255246","-.9005883",".3678073","-.0097268",".0320675","-.3033239",".761643","","","","","","","",""
"stateyrv177","-.0579753",".0323777","-1.790594",".0733585","-.2518153",".0304222","-8.277358","2.22e-16","","","","","","","",""
"stateyrv178","-.0701144",".0297066","-2.360231",".0182636","-.088364",".0297816","-2.96707",".0030065","","","","","","","",""
"stateyrv179","-.103517",".0285385","-3.627271",".0002864","-.1519163",".0280448","-5.416908","6.06e-08","","","","","","","",""
"stateyrv180","-.1041581",".0281056","-3.705957",".0002106","-.1148467",".0292576","-3.925359",".0000866","","","","","","","",""
"stateyrv181","-.0296634",".0330383","-.8978501",".3692655","-.0745931",".0326842","-2.282238",".0224753","","","","","","","",""
"stateyrv182","-.0717729",".0288656","-2.486454",".0129023","-.1195407",".0285276","-4.190351",".0000279","","","","","","","",""
"stateyrv183","-.0646326",".0343992","-1.878897",".0602585","-.1033428",".0326071","-3.169336",".0015279","","","","","","","",""
"stateyrv184","-.1040009",".0289002","-3.598627",".0003199","-.1578992",".0286961","-5.502468","3.75e-08","","","","","","","",""
"stateyrv185","-.0862568",".0282076","-3.057929",".0022287","-.1408784",".0281544","-5.003782","5.62e-07","","","","","","","",""
"stateyrv186","-.0743968",".0334437","-2.224541",".0261121","-.0578062",".0319523","-1.809142",".0704289","","","","","","","",""
"stateyrv187","-.010193",".0313932","-.3246882",".745417","-.0895957",".0337506","-2.654643",".0079392","","","","","","","",""
"stateyrv188","-.252556",".0302998","-8.335238","0","-.1042635",".0313939","-3.321139",".0008965","","","","","","","",""
"stateyrv189","-.0895817",".0297303","-3.013142",".0025856","-.0934747",".0292181","-3.199205",".0013781","","","","","","","",""
"stateyrv190","-.1522774",".0279112","-5.455785","4.88e-08","-.1180812",".0284425","-4.151567",".000033","","","","","","","",""
"stateyrv191","-.1175448",".0291533","-4.03196",".0000553","-.1068307",".0282779","-3.77789",".0001582","","","","","","","",""
"stateyrv192","-.0755442",".0326342","-2.314877",".0206197","-.087466",".031638","-2.764582",".0056996","","","","","","","",""
"stateyrv193","-.1196809",".028415","-4.211897",".0000253","-.1036969",".0284121","-3.649747",".0002625","","","","","","","",""
"stateyrv194","-.1049004",".0325115","-3.22656",".0012529","-.1746074",".0544148","-3.208824",".0013328","","","","","","","",""
"stateyrv195","-.1570555",".0285499","-5.501091","3.77e-08","-.1310581",".0283696","-4.619669","3.84e-06","","","","","","","",""
"stateyrv196","-.1410664",".0280252","-5.033562","4.81e-07","-.120941",".0279901","-4.320848",".0000155","","","","","","","",""
"stateyrv197","-.0583597",".0317877","-1.835921",".0663694","-.0608068",".0307521","-1.977321",".0480054","","","","","","","",""
"stateyrv198","-.0887314",".0337221","-2.631251",".0085071","-.0752764",".0306142","-2.458869",".0139375","","","","","","","",""
"stateyrv199","-.1052391",".0312302","-3.369783",".0007523","-.0356118",".0302623","-1.176772",".2392866","","","","","","","",""
"stateyrv200","-.0930975",".0291151","-3.197569",".0013859","-.107189",".0293692","-3.649712",".0002625","","","","","","","",""
"stateyrv201","-.1197326",".0283415","-4.224644",".0000239","-.1308513",".0283154","-4.621199","3.82e-06","","","","","","","",""
"stateyrv202","-.1085073",".0282004","-3.847723",".0001192","-.128938",".0280444","-4.597642","4.27e-06","","","","","","","",""
"stateyrv203","-.0866228",".0313489","-2.763181",".0057241","-.0477205",".0308097","-1.548882",".1214102","","","","","","","",""
"stateyrv204","-.1046137",".028353","-3.689688",".0002245","-.1074067",".0286849","-3.744359",".0001809","","","","","","","",""
"stateyrv205","-.1626443",".0534805","-3.041188",".0023565","-.0312599",".044053","-.7095977",".4779536","","","","","","","",""
"stateyrv206","-.1322363",".0282955","-4.673403","2.96e-06","-.1360176",".0282851","-4.808806","1.52e-06","","","","","","","",""
"stateyrv207","-.1214603",".0278773","-4.356963",".0000132","-.1236509",".0281216","-4.397006",".000011","","","","","","","",""
"stateyrv208","-.0618164",".0307589","-2.009707",".0444623","-.0673856",".0297803","-2.262758",".0236506","","","","","","","",""
"stateyrv209","-.075811",".0307707","-2.463737",".0137497","-.0371767",".0470935","-.7894232",".4298647","","","","","","","",""
"stateyrv210","-.0354857",".0301523","-1.176883",".2392424","-.1165989",".0325725","-3.579676",".000344","","","","","","","",""
"stateyrv211","-.1069699",".029264","-3.655339",".0002568","-.0745911",".030043","-2.482812",".013035","","","","","","","",""
"stateyrv212","-.1308108",".028161","-4.64511","3.40e-06","-.1168733",".0281425","-4.152911",".0000328","","","","","","","",""
"stateyrv213","-.1291876",".0279299","-4.625418","3.74e-06","-.1112964",".0282089","-3.945439",".0000797","","","","","","","",""
"stateyrv214","-.0497246",".0307499","-1.617064",".1058645","-.0830968",".0303765","-2.735564",".0062273","","","","","","","",""
"stateyrv215","-.1080256",".0286031","-3.776708",".0001589","-.0842789",".029602","-2.847065",".0044124","","","","","","","",""
"stateyrv216","-.0397796",".0435979","-.9124202",".3615475","-.0982382",".0355172","-2.765937",".005676","","","","","","","",""
"stateyrv217","-.1363987",".0281692","-4.842122","1.28e-06","-.1162065",".0292021","-3.979386",".0000691","","","","","","","",""
"stateyrv218","-.1234166",".0279876","-4.409693",".0000104","-.1059852",".0281699","-3.762351",".0001683","","","","","","","",""
"stateyrv219","-.067943",".0297001","-2.287638",".0221586","-.0299844",".0375074","-.7994253",".4240438","","","","","","","",""
"stateyrv220","-.0382132",".0470399","-.8123564",".4165872","-.020681",".0397102","-.5208",".6025061","","","","","","","",""
"stateyrv221","-.1173647",".0324837","-3.613031",".0003026",".0383451",".0355","1.080144",".2800779","","","","","","","",""
"stateyrv222","-.0754056",".0299615","-2.516754",".0118442","-.0169716",".0319023","-.5319866",".5947353","","","","","","","",""
"stateyrv223","-.118347",".0280328","-4.221726",".0000242","-.0508118",".0283399","-1.792946",".0729815","","","","","","","",""
"stateyrv224","-.1116833",".0280991","-3.974628",".0000705","-.0422743",".0281792","-1.500195",".1335639","","","","","","","",""
"stateyrv225","-.0828573",".0302527","-2.738836",".0061657","-.0003377",".0391541","-.0086253",".9931181","","","","","","","",""
"stateyrv226","-.0845806",".029526","-2.864612",".0041752","-.0318058",".0300983","-1.056729",".2906352","","","","","","","",""
"stateyrv227","-.1020105",".0355413","-2.870196",".0041022","-.0947926",".0326091","-2.906937",".0036499","","","","","","","",""
"stateyrv228","-.1167363",".0291035","-4.011066",".0000604","-.0920177",".0293574","-3.134392",".0017221","","","","","","","",""
"stateyrv229","-.1071392",".0280776","-3.815818",".0001357","-.0432595",".0285463","-1.515414",".1296676","","","","","","","",""
"stateyrv230","-.0311144",".0373893","-.8321751",".4053101",".0067183",".0393237",".1708458",".864345","","","","","","","",""
"stateyrv231","-.0222334",".0399364","-.5567211",".577718",".0148935",".042556",".3499742",".7263581","","","","","","","",""
"stateyrv232",".0384232",".0353886","1.085748",".2775903","-.0365154",".0297276","-1.228335",".2193211","","","","","","","",""
"stateyrv233","-.0154988",".0318232","-.4870289",".6262378",".1393034",".0336899","4.134867",".0000355","","","","","","","",""
"stateyrv234","-.0514045",".0282161","-1.821815",".0684831",".189256",".0301471","6.27776","3.43e-10","","","","","","","",""
"stateyrv235","-.0426749",".0280783","-1.519854",".1285476",".0935958",".0299462","3.125462",".0017753","","","","","","","",""
"stateyrv236","-.0020174",".0390337","-.0516839",".9587805",".0331748",".0326616","1.015713",".3097661","","","","","","","",""
"stateyrv237","-.0322888",".0300121","-1.07586",".2819897",".0471932",".0304479","1.549967",".1211494","","","","","","","",""
"stateyrv238","-.0924187",".0323556","-2.856344",".0042855",".0028591",".0357064",".0800717",".9361802","","","","","","","",""
"stateyrv239","-.0910001",".0291875","-3.117772",".0018222",".0042747",".0299138",".1429014",".8863681","","","","","","","",""
"stateyrv240","-.0427175",".0284387","-1.502091",".1330737",".0625864",".028872","2.167722",".0301798","","","","","","","",""
"stateyrv241",".006171",".0392004",".1574219",".8749123",".1027345",".0355727","2.888019",".0038768","","","","","","","",""
"stateyrv242",".0149556",".0422612",".3538836",".7234261",".0695965",".0375339","1.854229",".0637064","","","","","","","",""
"stateyrv243","-.0374952",".0296726","-1.263632",".2063622","-.0501981",".0320402","-1.566723",".1171794","","","","","","","",""
"stateyrv244",".1368999",".0338111","4.04896",".0000514","-.0316479",".0351211","-.901106",".3675319","","","","","","","",""
"stateyrv245",".1879444",".030066","6.251054","4.08e-10","-.0992495",".0297678","-3.334124",".0008557","","","","","","","",""
"stateyrv246",".0918531",".0298916","3.072873",".0021201","-.0664274",".028953","-2.294321",".0217721","","","","","","","",""
"stateyrv247",".0329013",".0326858","1.006594",".3141301","-.0614425",".0335217","-1.832914",".0668153","","","","","","","",""
"stateyrv248",".0466494",".0303628","1.536398",".1244408","-.0544624",".031748","-1.715458",".0862613","","","","","","","",""
"stateyrv249","-.0010704",".0356727","-.0300069",".9760616","-.081109",".035259","-2.300375",".021427","","","","","","","",""
"stateyrv250",".0029982",".0298379",".1004834",".9199606","-.0961277",".030651","-3.136203",".0017115","","","","","","","",""
"stateyrv251",".0611256",".0287306","2.12754",".0333752","-.0648299",".0288184","-2.249604",".0244741","","","","","","","",""
"stateyrv252",".1016669",".0357632","2.842776",".0044723",".0046416",".0351327",".1321165",".8948921","","","","","","","",""
"stateyrv253",".0691739",".0374609","1.846562",".0648107","0",".",".",".","","","","","","","",""
"stateyrv254","-.051253",".0320741","-1.597955",".1100529","","","","","","","","","","","",""
"stateyrv255","-.0311131",".0350132","-.8886104",".3742125","","","","","","","","","","","",""
"stateyrv256","-.1000899",".0296898","-3.371191",".0007484","","","","","","","","","","","",""
"stateyrv257","-.0675572",".0288688","-2.34015",".019276","","","","","","","","","","","",""
"stateyrv258","-.0632984",".0334157","-1.894271",".058189","","","","","","","","","","","",""
"stateyrv259","-.0556422",".0317744","-1.751164",".0799177","","","","","","","","","","","",""
"stateyrv260","-.0789047",".0347625","-2.269821",".0232185","","","","","","","","","","","",""
"stateyrv261","-.0971001",".0305818","-3.175091",".0014979","","","","","","","","","","","",""
"stateyrv262","-.065903",".0287484","-2.292408",".0218821","","","","","","","","","","","",""
"stateyrv263",".0035288",".0351517",".1003882",".9200361","","","","","","","","","","","",""
"stateyrv264","0",".",".",".","","","","","","","","","","","",""
"_cons","-.022516",".0293647","-.7667728",".4432166","-.0200283",".0292807","-.6840112",".4939681",".0304596",".0175309","1.73748",".0823024",".0013891",".0170619",".0814138",".9351129"
"N","14940","","","","14318","","","","7904","","","","7577","","",""
"r2",".6985771","","","",".6095848","","","",".6484822","","","",".6005188","","",""
"df_m","268","","","","257","","","","100","","","","96","","",""
"df_r","","","","","","","","","","","","","","","",""
"df_b","","","","","","","","","","","","","","","",""
"df","","","","","","","","","","","","","","","",""
